,word,Orthography,bucket_q,uni_prob,bi_prob_smoothed,group,filename
495,n o n1 i1,noní,uni4-bi2,-12.77283027,-17.46134626,1,n_o_n1_i1.mp3
496,i1 a1 t i,yati,uni4-bi2,-12.7821203,-18.26184081,2,i1_a1_t_i.mp3
497,u i s1 a1,huisá,uni4-bi2,-14.15168245,-17.09276646,3,u_i_s1_a1.mp3
498,i e i1 a1,yeyá,uni4-bi2,-11.87693194,-18.00828521,4,i_e_i1_a1.mp3
499,u e s1 i1,huesí,uni4-bi2,-13.69425445,-17.83442418,5,u_e_s1_i1.mp3
500,n1 a1 ɾ i,nari,uni4-bi2,-13.16347725,-17.14136682,1,n1_a1_ɾ_i.mp3
501,n e t1 u1,netú,uni4-bi2,-14.12384888,-18.72550577,2,n_e_t1_u1.mp3
502,u i ɾ1 a1,guirá,uni4-bi2,-13.62791765,-17.10392675,3,u_i_ɾ1_a1.mp3
503,s o i1 a1,soyá,uni4-bi2,-11.56455212,-17.48260667,4,s_o_i1_a1.mp3
504,l u ɾ1 a1,lurá,uni4-bi3,-14.16126911,-15.66090617,5,l_u_ɾ1_a1.mp3
505,t o ɾ1 a1,torá,uni4-bi3,-12.19854134,-14.76661623,1,t_o_ɾ1_a1.mp3
506,s o x1 i1,sojí,uni4-bi3,-14.14214237,-16.20773468,2,s_o_x1_i1.mp3
507,t o n1 a1,toná,uni4-bi3,-12.66055209,-14.77385177,3,t_o_n1_a1.mp3
508,f e ɾ1 i1,ferí,uni4-bi3,-14.108906652846038,-15.34094499616507,4,f_e_ɾ1_i1.mp3
509,i a k1 e1,llaqué,uni4-bi3,-13.61597948,-15.64264904,5,i_a_k1_e1.mp3
510,i1 a1 s o,yaso,uni4-bi3,-11.56455212,-15.56762957,1,i1_a1_s_o.mp3
511,i a n1 e1,llané,uni4-bi3,-12.70584845,-15.41004411,2,i_a_n1_e1.mp3
512,n a b1 a1,nabá,uni4-bi3,-13.21349053,-15.9703844,3,n_a_b1_a1.mp3
513,p e i1 a1,peyá,uni4-bi3,-12.66930415,-15.60636658,4,p_e_i1_a1.mp3
514,i o ɾ1 i1,yorí,uni4-bi3,-12.26493888,-15.88756747,5,i_o_ɾ1_i1.mp3
515,l e l1 a1,lelá,uni4-bi3,-13.64693323,-15.04296286,1,l_e_l1_a1.mp3
516,d e i1 a1,dellá,uni4-bi3,-12.2162053,-15.68253575,2,d_e_i1_a1.mp3
517,l a n1 e1,lané,uni4-bi3,-13.23919991,-15.68428304,3,l_a_n1_e1.mp3
518,s o ɾ1 a1,sorá,uni4-bi3,-11.50673825,-15.27986793,4,s_o_ɾ1_a1.mp3
519,s u s1 a1,susá,uni4-bi3,-13.65056077,-14.67833794,5,s_u_s1_a1.mp3
520,t o i1 o1,toyó,uni4-bi3,-13.18548563,-14.72080908,1,t_o_i1_o1.mp3
521,s o ɾ1 i1,sorí,uni4-bi3,-11.76381719,-16.32992612,2,s_o_ɾ1_i1.mp3
522,i e ɾ1 a1,llerá,uni4-bi3,-11.81911807,-14.96226952,3,i_e_ɾ1_a1.mp3
523,i o d1 a1,yodá,uni4-bi3,-13.14867258,-15.33046079,4,i_o_d1_a1.mp3
524,u1 i1 b a,huiba,uni4-bi3,-14.1735458,-15.06240257,5,u1_i1_b_a.mp3
525,d e ɾ1 u1,derú,uni4-bi3,-13.65299471,-16.22454641,1,d_e_ɾ1_u1.mp3
526,n a ɾ1 i1,narí,uni4-bi3,-12.11714607,-16.16369318,2,n_a_ɾ1_i1.mp3
527,n1 i1 m e,nime,uni4-bi3,-13.10444996,-14.99705006,3,n1_i1_m_e.mp3
528,l o d1 a1,lodá,uni4-bi3,-13.68202403,-15.34385141,4,l_o_d1_a1.mp3
529,s o s1 i1,sosí,uni4-bi3,-12.287582,-15.32237035,5,s_o_s1_i1.mp3
530,l e k1 e1,lequé,uni4-bi3,-14.15426253,-15.92712862,1,l_e_k1_e1.mp3
531,s a i1 e1,sallé,uni4-bi3,-11.80052989,-14.74163047,2,s_a_i1_e1.mp3
532,n1 e1 s a,nesa,uni4-bi3,-12.20472677,-15.18869168,3,n1_e1_s_a.mp3
533,t o i1 e1,toyé,uni4-bi3,-12.68600644,-15.12065501,4,t_o_i1_e1.mp3
534,t e k1 i1,tequí,uni4-bi3,-13.6390202,-15.94353991,5,t_e_k1_i1.mp3
535,n i ɾ1 a1,nirá,uni4-bi3,-12.579505667676546,-16.199082403511937,1,n_i_ɾ1_a1.mp3
536,i o n1 i1,yoní,uni4-bi3,-12.72694962,-15.99048993,2,i_o_n1_i1.mp3
537,d1 u1 s o,duso,uni4-bi3,-14.14215417,-14.74049407,3,d1_u1_s_o.mp3
538,i e d1 i1,lledí,uni4-bi3,-13.21700966,-16.19595491,4,i_e_d1_i1.mp3
539,s e n1 i1,sení,uni4-bi3,-12.03708608,-15.849465,5,s_e_n1_i1.mp3
540,i1 a1 d o,llado,uni4-bi4,-12.40494716,-11.53884806,1,i1_a1_d_o.mp3
541,s1 a1 ɾ o,saro,uni4-bi4,-12.69946622,-11.35766472,2,s1_a1_ɾ_o.mp3
542,k1 a1 d e,cade,uni4-bi4,-13.53053321,-9.510513536,3,k1_a1_d_e.mp3
543,s1 a1 s e,sase,uni4-bi4,-11.84176119,-13.11619152,4,s1_a1_s_e.mp3
544,m1 a1 d e,made,uni4-bi4,-13.66210957,-10.22447088,5,m1_a1_d_e.mp3
545,t1 a1 d o,tado,uni4-bi4,-13.11138018,-9.056377541,1,t1_a1_d_o.mp3
546,m a ɾ1 i1,marí,uni4-bi4,-12.63750762,-14.00495393,2,m_a_ɾ1_i1.mp3
547,s1 i1 d e,side,uni4-bi4,-12.93923518,-10.47429984,3,s1_i1_d_e.mp3
548,m1 a1 d o,mado,uni4-bi4,-13.85085143,-9.330889084,4,m1_a1_d_o.mp3
549,i1 a1 d e,llade,uni4-bi4,-12.2162053,-12.43242985,5,i1_a1_d_e.mp3
550,l1 a1 ɾ e,lare,uni4-bi4,-13.28142325,-12.07273938,1,l1_a1_ɾ_e.mp3
551,t1 a1 d a,tada,uni4-bi4,-12.91770672,-10.14321718,2,t1_a1_d_a.mp3
552,t e ɾ1 a1,terá,uni4-bi4,-12.00979948,-12.97997153,3,t_e_ɾ1_a1.mp3
553,d o t1 a1,dotá,uni4-bi4,-13.11138018,-13.02725898,4,d_o_t1_a1.mp3
554,l1 e1 d o,ledo,uni4-bi4,-14.07124821,-13.01229994,5,l1_e1_d_o.mp3
555,k a n1 o1,canó,uni4-bi4,-13.63882092,-14.0039303,1,k_a_n1_o1.mp3
556,s1 a1 d e,sade,uni4-bi4,-12.68215624,-10.48283744,2,s1_a1_d_e.mp3
557,d1 i1 ɾ o,diro,uni4-bi4,-13.57359300523832,-12.980926970940992,3,d1_i1_ɾ_o.mp3
558,s1 a1 d a,sada,uni4-bi4,-12.67722464,-10.67609528,4,s1_a1_d_a.mp3
559,m1 a1 ɾ o,maro,uni4-bi4,-13.67941956,-11.09929816,5,m1_a1_ɾ_o.mp3
560,g1 a1 d e,gade,uni4-bi4,-14.19343849,-10.49661614,1,g1_a1_d_e.mp3
561,p1 a1 m o,pamo,uni4-bi4,-14.2193888,-11.09276477,2,p1_a1_m_o.mp3
562,d1 a1 d e,dade,uni4-bi4,-13.29920407,-10.60796808,3,d1_a1_d_e.mp3
563,k1 u1 s e,cuse,uni4-bi4,-14.18474145,-12.12093491,4,k1_u1_s_e.mp3
564,d e s1 a1,desà,uni4-bi4,-12.68215624,-12.98618468,5,d_e_s1_a1.mp3
565,t1 i1 b e,tibe,uni4-bi4,-13.64738607,-12.07679073,1,t1_i1_b_e.mp3
566,s1 a1 t e,sate,uni4-bi4,-12.53356429,-12.0053385,2,s1_a1_t_e.mp3
567,t1 a1 d e,tade,uni4-bi4,-12.92263831,-9.949959337,3,t1_a1_d_e.mp3
568,p1 a1 d o,pado,uni4-bi4,-13.99241996,-9.228514574,4,p1_a1_d_o.mp3
569,s1 i1 s e,sise,uni4-bi4,-12.09884014,-11.96316436,5,s1_i1_s_e.mp3
570,i1 e1 s a,yesa,uni4-bi4,-11.80052989,-13.81973895,1,i1_e1_s_a.mp3
571,t i s1 o1,tisó,uni4-bi4,-14.17720165,-13.96236542,2,t_i_s1_o1.mp3
572,d a t1 i1,datí,uni4-bi4,-13.17478567,-13.96801094,3,d_a_t1_i1.mp3
573,t1 e1 ɾ a,tera,uni4-bi4,-13.17592607,-11.15010382,4,t1_e1_ɾ_a.mp3
574,s a t1 a1,satá,uni4-bi4,-12.07731168,-13.96288089,5,s_a_t1_a1.mp3
575,t1 a1 ɾ e,tare,uni4-bi4,-12.75120644,-11.18552923,1,t1_a1_ɾ_e.mp3
