word,cnt,freq_per_mil,transcription
retrocederé,38,0.08411138057347795,r e t ɾ o s e d e ɾ e
retrocederemos,79,0.17486313329749362,r e t ɾ o s e d e ɾ e m o s
retrocedería,22,0.048696062437276706,r e t ɾ o s e d e ɾ i a
retrocederla,20,0.04426914767025155,r e t ɾ o s e d e ɾ l a
retrocedes,174,0.3851415847311885,r e t ɾ o s e d e s
retrocedí,92,0.20363807928315714,r e t ɾ o s e d i
retrocedía,54,0.11952669870967919,r e t ɾ o s e d i a
retrocedido,201,0.4449049340860281,r e t ɾ o s e d i d o
retrocediendo,577,1.2771649102867573,r e t ɾ o s e d j e n d o
retrocediera,43,0.09517866749104083,r e t ɾ o s e d j e ɾ a
retrocediéramos,6,0.013280744301075465,r e t ɾ o s e d j e ɾ a m o s
retrocedieras,14,0.030988403369176087,r e t ɾ o s e d j e ɾ a s
retrocedieron,93,0.20585153666666972,r e t ɾ o s e d j e ɾ o n
retrocedimos,59,0.13059398562724206,r e t ɾ o s e d i m o s
retrocedió,213,0.471466422688179,r e t ɾ o s e d j o
retrocediste,42,0.09296521010752826,r e t ɾ o s e d i s t e
retrocedo,124,0.2744687155555596,r e t ɾ o s e d o
retroceso,674,1.4918702764874772,r e t ɾ o s e s o
retrocesos,26,0.05754989197132702,r e t ɾ o s e s o s
retrocohete,8,0.01770765906810062,r e t ɾ o k o e t e
retrocohetes,39,0.08632483795699052,r e t ɾ o k o e t e s
retrógrada,127,0.2811090877060973,r e t ɾ o g ɾ a d a
retrógradas,16,0.03541531813620124,r e t ɾ o g ɾ a d a s
retrógrado,131,0.2899629172401476,r e t ɾ o g ɾ a d o
retrógrados,65,0.14387472992831754,r e t ɾ o g ɾ a d o s
retroperitoneal,19,0.04205569028673897,r e t ɾ o p e ɾ i t o n e a l
retropropulsores,22,0.048696062437276706,r e t ɾ o p ɾ o p u l s o ɾ e s
retrospección,19,0.04205569028673897,r e t ɾ o s p e k s j o n
retrospectiva,672,1.487443361720452,r e t ɾ o s p e k t i b a
retrospectivamente,60,0.13280744301075464,r e t ɾ o s p e k t i b a m e n t e
retrospectivas,28,0.06197680673835217,r e t ɾ o s p e k t i b a s
retrovirus,357,0.7902042859139902,r e t ɾ o b i ɾ u s
retrovisor,599,1.325860972724034,r e t ɾ o b i s o ɾ
retrovisores,59,0.13059398562724206,r e t ɾ o b i s o ɾ e s
retuerce,235,0.5201624851254557,r e t w e ɾ s e
retuércela,18,0.039842232903226395,r e t w e ɾ s e l a
retuercen,124,0.2744687155555596,r e t w e ɾ s e n
retuerces,71,0.157155474229393,r e t w e ɾ s e s
retuerza,66,0.14608818731183013,r e t w e ɾ s a
retuerzan,21,0.04648260505376413,r e t w e ɾ s a n
retuerzo,103,0.22798611050179549,r e t w e ɾ s o
retumba,155,0.34308589444444954,r e t u m b a
retumban,50,0.11067286917562887,r e t u m b a n
retumbando,70,0.1549420168458804,r e t u m b a n d o
retumbante,29,0.06419026412186475,r e t u m b a n t e
retumbar,68,0.15051510207885527,r e t u m b a ɾ
retumbaría,1,0.0022134573835125774,r e t u m b a ɾ i a
retumben,12,0.02656148860215093,r e t u m b e n
retumbos,2,0.004426914767025155,r e t u m b o s
retuve,116,0.256761056487459,r e t u b e
retuviera,61,0.13502090039426723,r e t u b j e ɾ a
retuvieran,24,0.05312297720430186,r e t u b j e ɾ a n
retuvieron,250,0.5533643458781444,r e t u b j e ɾ o n
retuvimos,42,0.09296521010752826,r e t u b i m o s
retuviste,100,0.22134573835125773,r e t u b i s t e
retuvo,457,1.011550024265248,r e t u b o
reubicación,229,0.5068817408243802,r e u b i k a s j o n
reubicada,25,0.05533643458781443,r e u b i k a d a
reubicado,84,0.1859304202150565,r e u b i k a d o
reubicados,45,0.09960558225806598,r e u b i k a d o s
reubicamos,25,0.05533643458781443,r e u b i k a m o s
reubicando,10,0.022134573835125775,r e u b i k a n d o
reubicar,104,0.23019956788530807,r e u b i k a ɾ
reubicaré,11,0.024348031218638353,r e u b i k a ɾ e
reubicaremos,17,0.03762877551971382,r e u b i k a ɾ e m o s
reubicarse,54,0.11952669870967919,r e u b i k a ɾ s e
reubicarte,56,0.12395361347670435,r e u b i k a ɾ t e
reubique,8,0.01770765906810062,r e u b i k e
reubiquen,5,0.011067286917562888,r e u b i k e n
reuma,256,0.5666450901792198,r e u m a
reumática,88,0.19478424974910682,r e u m a t i k a
reumáticas,6,0.013280744301075465,r e u m a t i k a s
reumático,16,0.03541531813620124,r e u m a t i k o
reumatismo,342,0.7570024251613015,r e u m a t i s m o
reumatoide,72,0.15936893161290558,r e u m a t o i d e
reumatólogo,18,0.039842232903226395,r e u m a t o l o g o
reúna,1544,3.41757820014342,r e u n a
reúnalos,54,0.11952669870967919,r e u n a l o s
reunámonos,642,1.421039640215075,r e u n a m o n o s
reunamos,603,1.3347148022580841,r e u n a m o s
reúnan,788,1.744204418207911,r e u n a n
reúnanse,1550,3.4308589444444952,r e u n a n s e
reúnas,284,0.628621896917572,r e u n a s
reúnase,483,1.069099916236575,r e u n a s e
reúne,2807,6.2131748755198055,r e u n e
reúnelas,28,0.06197680673835217,r e u n e l a s
reúnelo,14,0.030988403369176087,r e u n e l o
reúnelos,182,0.4028492437992891,r e u n e l o s
reúnen,1602,3.5459587283871494,r e u n e n
reúnes,253,0.5600047180286821,r e u n e s
reúnete,1569,3.472914634731234,r e u n e t e
reuní,901,1.9943251025448323,r e u n i
reunía,353,0.7813504563799398,r e u n i a
reuníamos,149,0.329805150143374,r e u n i a m o s
reunían,312,0.6905987036559241,r e u n i a n
reunías,17,0.03762877551971382,r e u n i a s
reunid,143,0.3165244058422986,r e u n i d
reunida,377,0.8344734335842418,r e u n i d a
reunidas,251,0.555577803261657,r e u n i d a s
reunido,4185,9.263319150000136,r e u n i d o
reunidos,2609,5.774910313584314,r e u n i d o s
reuniendo,1444,3.196232461792162,r e u n j e n d o
reuniéndolos,24,0.05312297720430186,r e u n j e n d o l o s
reuniéndome,80,0.1770765906810062,r e u n j e n d o m e
reuniéndonos,92,0.20363807928315714,r e u n j e n d o n o s
reuniéndose,428,0.9473597601433832,r e u n j e n d o s e
reuniera,204,0.4515453062365658,r e u n j e ɾ a
reuniéramos,160,0.3541531813620124,r e u n j e ɾ a m o s
reunieran,98,0.2169188235842326,r e u n j e ɾ a n
reunieras,64,0.14166127254480496,r e u n j e ɾ a s
reunieron,1039,2.299782221469568,r e u n j e ɾ o n
reuniese,47,0.10403249702509114,r e u n j e s e
reunificación,210,0.46482605053764126,r e u n i f i k a s j o n
reunimos,2352,5.206051766021582,r e u n i m o s
reunió,1846,4.086042329964219,r e u n j o
reunión,41279,91.36930733401569,r e u n j o n
reuniones,6901,15.275069403620297,r e u n j o n e s
reunir,5184,11.4745630761292,r e u n i ɾ
reunirá,1073,2.3750397725089956,r e u n i ɾ a
reunirán,553,1.2240419330824552,r e u n i ɾ a n
reunirás,240,0.5312297720430186,r e u n i ɾ a s
reuniré,1410,3.120974910752734,r e u n i ɾ e
reuniremos,2290,5.0688174082438024,r e u n i ɾ e m o s
reuniría,283,0.6264084395340594,r e u n i ɾ i a
reuniríamos,92,0.20363807928315714,r e u n i ɾ i a m o s
reunirían,47,0.10403249702509114,r e u n i ɾ i a n
reunirías,38,0.08411138057347795,r e u n i ɾ i a s
reunirla,82,0.18150350544803137,r e u n i ɾ l a
reunirlas,128,0.2833225450896099,r e u n i ɾ l a s
reunirlo,162,0.3585800961290375,r e u n i ɾ l o
reunirlos,580,1.283805282437295,r e u n i ɾ l o s
reunirme,4237,9.378418933942791,r e u n i ɾ m e
reunirnos,4856,10.748549054337076,r e u n i ɾ n o s
reunirse,7158,15.84392795118303,r e u n i ɾ s e
reunirte,2096,4.639406675842362,r e u n i ɾ t e
reuniste,307,0.6795314167383614,r e u n i s t e
reúno,391,0.8654618369534178,r e u n o
reutilizable,18,0.039842232903226395,r e u t i l i s a b l e
reutilizada,6,0.013280744301075465,r e u t i l i s a d a
reutilizado,12,0.02656148860215093,r e u t i l i s a d o
reutilizar,52,0.11509978394265404,r e u t i l i s a ɾ
reutilizó,4,0.00885382953405031,r e u t i l i s o
revalidación,3,0.006640372150537733,r e b a l i d a s j o n
revalidar,14,0.030988403369176087,r e b a l i d a ɾ
revaloriza,14,0.030988403369176087,r e b a l o ɾ i s a
revancha,1634,3.6167893646595517,r e b a n tʃ a
revela,2295,5.079884695161365,r e b e l a
revelaba,157,0.3475128092114747,r e b e l a b a
revelaban,52,0.11509978394265404,r e b e l a b a n
revelación,2458,5.440678248673915,r e b e l a s j o n
revelaciones,790,1.7486313329749361,r e b e l a s j o n e s
revelada,480,1.0624595440860372,r e b e l a d a
reveladas,103,0.22798611050179549,r e b e l a d a s
revelado,1958,4.333949556917627,r e b e l a d o
revelador,417,0.9230117289247448,r e b e l a d o ɾ
reveladora,150,0.3320186075268866,r e b e l a d o ɾ a
reveladoras,91,0.20142462189964455,r e b e l a d o ɾ a s
reveladores,79,0.17486313329749362,r e b e l a d o ɾ e s
revelados,202,0.44711839146954063,r e b e l a d o s
revélame,59,0.13059398562724206,r e b e l a m e
revelamos,184,0.4072761585663143,r e b e l a m o s
revelan,906,2.0053923894623953,r e b e l a n
revelando,481,1.0646730014695498,r e b e l a n d o
revelándose,24,0.05312297720430186,r e b e l a n d o s e
revélanos,22,0.048696062437276706,r e b e l a n o s
revelar,3948,8.738729750107655,r e b e l a ɾ
revelara,241,0.5334432294265312,r e b e l a ɾ a
revelará,604,1.3369282596415968,r e b e l a ɾ a
revelaran,78,0.17264967591398103,r e b e l a ɾ a n
revelarán,121,0.2678283434050219,r e b e l a ɾ a n
revelarás,77,0.17043621853046848,r e b e l a ɾ a s
revelaré,418,0.9252251863082573,r e b e l a ɾ e
revelaremos,117,0.2589745138709716,r e b e l a ɾ e m o s
revelaría,260,0.5754989197132702,r e b e l a ɾ i a
revelaríamos,6,0.013280744301075465,r e b e l a ɾ i a m o s
revelarían,35,0.0774710084229402,r e b e l a ɾ i a n
revelarías,6,0.013280744301075465,r e b e l a ɾ i a s
revelarla,128,0.2833225450896099,r e b e l a ɾ l a
revelarlas,211,0.46703950792115384,r e b e l a ɾ l a s
revelarle,353,0.7813504563799398,r e b e l a ɾ l e
revelarles,101,0.22355919573477032,r e b e l a ɾ l e s
revelarlo,546,1.2085477313978672,r e b e l a ɾ l o
revelarlos,102,0.2257726531182829,r e b e l a ɾ l o s
revelarme,310,0.6861717888888991,r e b e l a ɾ m e
revelarnos,208,0.46039913577061614,r e b e l a ɾ n o s
revelaron,393,0.8698887517204429,r e b e l a ɾ o n
revelarse,432,0.9562135896774335,r e b e l a ɾ s e
revelarte,214,0.4736798800716916,r e b e l a ɾ t e
revelas,165,0.36522046827957527,r e b e l a s
revelase,23,0.050909519820789284,r e b e l a s e
revelaste,193,0.4271972750179275,r e b e l a s t e
revélate,98,0.2169188235842326,r e b e l a t e
revele,702,1.5538470832258293,r e b e l e
revelé,236,0.5223759425089682,r e b e l e
revelemos,48,0.10624595440860372,r e b e l e m o s
revelen,210,0.46482605053764126,r e b e l e n
reveles,129,0.2855360024731225,r e b e l e s
revélese,36,0.07968446580645279,r e b e l e s e
revelo,275,0.6087007804659588,r e b e l o
reveló,1697,3.756237179820844,r e b e l o
revende,45,0.09960558225806598,r e b e n d e
revendedor,96,0.21249190881720745,r e b e n d e d o ɾ
revendedora,10,0.022134573835125775,r e b e n d e d o ɾ a
revendedores,41,0.09075175272401569,r e b e n d e d o ɾ e s
revenden,28,0.06197680673835217,r e b e n d e n
revender,124,0.2744687155555596,r e b e n d e ɾ
revenderlo,34,0.07525755103942763,r e b e n d e ɾ l o
revenderlos,40,0.0885382953405031,r e b e n d e ɾ l o s
revendes,15,0.03320186075268866,r e b e n d e s
revendí,6,0.013280744301075465,r e b e n d i
revendía,27,0.059763349354839596,r e b e n d i a
revendían,10,0.022134573835125775,r e b e n d i a n
revendiendo,25,0.05533643458781443,r e b e n d j e n d o
reventa,148,0.3275916927598615,r e b e n t a
reventaban,29,0.06419026412186475,r e b e n t a b a n
reventada,206,0.45597222100359097,r e b e n t a d a
reventadas,78,0.17264967591398103,r e b e n t a d a s
reventado,671,1.4852299043369397,r e b e n t a d o
reventados,91,0.20142462189964455,r e b e n t a d o s
reventamos,136,0.30103020415771053,r e b e n t a m o s
reventando,227,0.5024548260573551,r e b e n t a n d o
reventar,2224,4.922729220931973,r e b e n t a ɾ
reventara,63,0.1394478151612924,r e b e n t a ɾ a
reventará,124,0.2744687155555596,r e b e n t a ɾ a
reventarán,53,0.1173132413261666,r e b e n t a ɾ a n
reventarás,18,0.039842232903226395,r e b e n t a ɾ a s
reventaré,205,0.4537587636200784,r e b e n t a ɾ e
reventaría,63,0.1394478151612924,r e b e n t a ɾ i a
reventarla,61,0.13502090039426723,r e b e n t a ɾ l a
reventarle,146,0.3231647779928363,r e b e n t a ɾ l e
reventarlo,120,0.2656148860215093,r e b e n t a ɾ l o
reventarlos,128,0.2833225450896099,r e b e n t a ɾ l o s
reventarme,196,0.4338376471684652,r e b e n t a ɾ m e
reventaron,175,0.38735504211470106,r e b e n t a ɾ o n
reventarse,56,0.12395361347670435,r e b e n t a ɾ s e
reventarte,240,0.5312297720430186,r e b e n t a ɾ t e
reventaste,78,0.17264967591398103,r e b e n t a s t e
reventé,144,0.31873786322581116,r e b e n t e
reventemos,41,0.09075175272401569,r e b e n t e m o s
reventó,800,1.7707659068100619,r e b e n t o
reventón,179,0.3962088716487514,r e b e n t o n
reventones,11,0.024348031218638353,r e b e n t o n e s
reverberación,35,0.0774710084229402,r e b e ɾ b e ɾ a s j o n
reverencia,1691,3.7429564355197686,r e b e ɾ e n s j a
reverenciado,81,0.17929004806451876,r e b e ɾ e n s j a d o
reverencial,22,0.048696062437276706,r e b e ɾ e n s j a l
reverenciamos,23,0.050909519820789284,r e b e ɾ e n s j a m o s
reverenciar,64,0.14166127254480496,r e b e ɾ e n s j a ɾ
reverenciarla,10,0.022134573835125775,r e b e ɾ e n s j a ɾ l a
reverencias,393,0.8698887517204429,r e b e ɾ e n s j a s
reverenda,459,1.015976939032273,r e b e ɾ e n d a
reverendo,7716,17.07903717118305,r e b e ɾ e n d o
reverendos,63,0.1394478151612924,r e b e ɾ e n d o s
reversa,911,2.016459676379958,r e b e ɾ s a
reversible,178,0.39399541426523876,r e b e ɾ s i b l e
reversibles,46,0.10181903964157857,r e b e ɾ s i b l e s
reverso,443,0.9805616208960718,r e b e ɾ s o
reversos,5,0.011067286917562888,r e b e ɾ s o s
revertí,28,0.06197680673835217,r e b e ɾ t i
revertida,43,0.09517866749104083,r e b e ɾ t i d a
revertido,476,1.053605714551987,r e b e ɾ t i d o
revertimos,32,0.07083063627240248,r e b e ɾ t i m o s
revertir,821,1.817248511863826,r e b e ɾ t i ɾ
revertirá,39,0.08632483795699052,r e b e ɾ t i ɾ a
revertirlo,300,0.6640372150537732,r e b e ɾ t i ɾ l o
revés,8303,18.37833665530493,r e b e s
revestí,6,0.013280744301075465,r e b e s t i
revestida,52,0.11509978394265404,r e b e s t i d a
revestidas,22,0.048696062437276706,r e b e s t i d a s
revestido,81,0.17929004806451876,r e b e s t i d o
revestidos,32,0.07083063627240248,r e b e s t i d o s
revestimiento,374,0.8278330614337039,r e b e s t i m j e n t o
revestimientos,91,0.20142462189964455,r e b e s t i m j e n t o s
revestir,48,0.10624595440860372,r e b e s t i ɾ
revestirla,4,0.00885382953405031,r e b e s t i ɾ l a
revienta,716,1.5848354865950056,r e b j e n t a
reviéntale,20,0.04426914767025155,r e b j e n t a l e
reviéntalo,115,0.25454759910394636,r e b j e n t a l o
revientan,219,0.4847471669892544,r e b j e n t a n
revientas,86,0.19035733498208166,r e b j e n t a s
reviente,348,0.770283169462377,r e b j e n t e
revienten,128,0.2833225450896099,r e b j e n t e n
revientes,79,0.17486313329749362,r e b j e n t e s
reviento,528,1.168705498494641,r e b j e n t o
revierta,76,0.1682227611469559,r e b j e ɾ t a
reviertan,31,0.0686171788888899,r e b j e ɾ t a n
revierte,98,0.2169188235842326,r e b j e ɾ t e
revierten,15,0.03320186075268866,r e b j e ɾ t e n
reviertes,5,0.011067286917562888,r e b j e ɾ t e s
revierto,7,0.015494201684588043,r e b j e ɾ t o
revindicarse,6,0.013280744301075465,r e b i n d i k a ɾ s e
revirtiendo,34,0.07525755103942763,r e b i ɾ t j e n d o
revirtiéndose,6,0.013280744301075465,r e b i ɾ t j e n d o s e
revirtieron,11,0.024348031218638353,r e b i ɾ t j e ɾ o n
revirtió,31,0.0686171788888899,r e b i ɾ t j o
revisa,5580,12.351092200000181,r e b i s a
revisaba,382,0.8455407205018045,r e b i s a b a
revisábamos,21,0.04648260505376413,r e b i s a b a m o s
revisaban,41,0.09075175272401569,r e b i s a b a n
revisada,276,0.6109142378494714,r e b i s a d a
revisadas,137,0.3032436615412231,r e b i s a d a s
revisado,3009,6.6602932669893455,r e b i s a d o
revisados,267,0.5909931213978582,r e b i s a d o s
revísala,182,0.4028492437992891,r e b i s a l a
revísalas,65,0.14387472992831754,r e b i s a l a s
revísale,120,0.2656148860215093,r e b i s a l e
revísalo,1029,2.277647647634442,r e b i s a l o
revísalos,153,0.3386589796774243,r e b i s a l o s
revísame,83,0.18371696283154393,r e b i s a m e
revisamos,1876,4.152446051469596,r e b i s a m o s
revisan,474,1.0491787997849615,r e b i s a n
revisando,3930,8.69888751720443,r e b i s a n d o
revisándola,38,0.08411138057347795,r e b i s a n d o l a
revisándolo,102,0.2257726531182829,r e b i s a n d o l o
revisándome,34,0.07525755103942763,r e b i s a n d o m e
revisar,12309,27.245446933656318,r e b i s a ɾ
revisara,329,0.728227479175638,r e b i s a ɾ a
revisará,234,0.5179490277419432,r e b i s a ɾ a
revisáramos,35,0.0774710084229402,r e b i s a ɾ a m o s
revisaran,131,0.2899629172401476,r e b i s a ɾ a n
revisarán,190,0.4205569028673897,r e b i s a ɾ a n
revisaras,49,0.1084594117921163,r e b i s a ɾ a s
revisarás,36,0.07968446580645279,r e b i s a ɾ a s
revisare,150,0.3320186075268866,r e b i s a ɾ e
revisaré,1661,3.676552714014391,r e b i s a ɾ e
revisaremos,754,1.6689468671684835,r e b i s a ɾ e m o s
revisaría,99,0.21913228096774517,r e b i s a ɾ i a
revisaríamos,14,0.030988403369176087,r e b i s a ɾ i a m o s
revisarían,18,0.039842232903226395,r e b i s a ɾ i a n
revisarías,24,0.05312297720430186,r e b i s a ɾ i a s
revisarla,618,1.3679166630107729,r e b i s a ɾ l a
revisarlas,228,0.5046682834408677,r e b i s a ɾ l a s
revisarle,172,0.3807146699641633,r e b i s a ɾ l e
revisarles,48,0.10624595440860372,r e b i s a ɾ l e s
revisarlo,2444,5.409689845304739,r e b i s a ɾ l o
revisarlos,406,0.8986636977061064,r e b i s a ɾ l o s
revisarme,354,0.7835639137634525,r e b i s a ɾ m e
revisaron,825,1.8261023413978765,r e b i s a ɾ o n
revisarse,134,0.29660328939068537,r e b i s a ɾ s e
revisarte,626,1.3856243220788735,r e b i s a ɾ t e
revisas,417,0.9230117289247448,r e b i s a s
revisaste,1092,2.4170954627957344,r e b i s a s t e
revísate,43,0.09517866749104083,r e b i s a t e
revise,2450,5.422970589605815,r e b i s e
revisé,3705,8.2008596059141,r e b i s e
revíselo,148,0.3275916927598615,r e b i s e l o
revíselos,88,0.19478424974910682,r e b i s e l o s
revisemos,996,2.204603553978527,r e b i s e m o s
revisémoslo,96,0.21249190881720745,r e b i s e m o s l o
revisen,3214,7.114052030609424,r e b i s e n
revísenla,64,0.14166127254480496,r e b i s e n l a
revísenle,29,0.06419026412186475,r e b i s e n l e
revísenlo,270,0.597633493548396,r e b i s e n l o
revísenlos,62,0.1372343577777798,r e b i s e n l o s
revísense,22,0.048696062437276706,r e b i s e n s e
revises,476,1.053605714551987,r e b i s e s
revisión,3601,7.970660038028791,r e b i s j o n
revisiones,349,0.7724966268458895,r e b i s j o n e s
reviso,848,1.8770118612186657,r e b i s o
revisó,949,2.1005710569534357,r e b i s o
revista,14450,31.984459191756745,r e b i s t a
revistas,6032,13.351574937347868,r e b i s t a s
revitaliza,40,0.0885382953405031,r e b i t a l i s a
revitalización,25,0.05533643458781443,r e b i t a l i s a s j o n
revitalizada,20,0.04426914767025155,r e b i t a l i s a d a
revitalizado,26,0.05754989197132702,r e b i t a l i s a d o
revitalizador,7,0.015494201684588043,r e b i t a l i s a d o ɾ
revitalizante,30,0.06640372150537732,r e b i t a l i s a n t e
revitalizantes,21,0.04648260505376413,r e b i t a l i s a n t e s
revitalizar,105,0.23241302526882063,r e b i t a l i s a ɾ
reviva,146,0.3231647779928363,r e b i b a
revivan,47,0.10403249702509114,r e b i b a n
revivas,43,0.09517866749104083,r e b i b a s
revive,270,0.597633493548396,r e b i b e
revívela,28,0.06197680673835217,r e b i b e l a
revívelo,26,0.05754989197132702,r e b i b e l o
reviven,128,0.2833225450896099,r e b i b e n
revives,38,0.08411138057347795,r e b i b e s
reviví,66,0.14608818731183013,r e b i b i
revivía,43,0.09517866749104083,r e b i b i a
revivida,49,0.1084594117921163,r e b i b i d a
revivido,273,0.6042738656989336,r e b i b i d o
revividos,28,0.06197680673835217,r e b i b i d o s
reviviendo,269,0.5954200361648834,r e b i b j e n d o
reviviera,42,0.09296521010752826,r e b i b j e ɾ a
revivieron,81,0.17929004806451876,r e b i b j e ɾ o n
revivimos,72,0.15936893161290558,r e b i b i m o s
revivió,200,0.44269147670251546,r e b i b j o
revivir,1627,3.6012951629749637,r e b i b i ɾ
revivirá,190,0.4205569028673897,r e b i b i ɾ a
reviviré,35,0.0774710084229402,r e b i b i ɾ e
reviviremos,38,0.08411138057347795,r e b i b i ɾ e m o s
revivirla,344,0.7614293399283266,r e b i b i ɾ l a
revivirlas,32,0.07083063627240248,r e b i b i ɾ l a s
revivirlo,882,1.9522694122580935,r e b i b i ɾ l o
revivirlos,76,0.1682227611469559,r e b i b i ɾ l o s
revivirme,118,0.2611879712544841,r e b i b i ɾ m e
revivirte,88,0.19478424974910682,r e b i b i ɾ t e
reviviste,67,0.14830164469534268,r e b i b i s t e
revivo,69,0.15272855946236785,r e b i b o
revoca,75,0.1660093037634433,r e b o k a
revocable,9,0.019921116451613197,r e b o k a b l e
revocada,217,0.48032025222222935,r e b o k a d a
revocadas,42,0.09296521010752826,r e b o k a d a s
revocado,232,0.513522112974918,r e b o k a d o
revocados,62,0.1372343577777798,r e b o k a d o s
revócales,18,0.039842232903226395,r e b o k a l e s
revocan,24,0.05312297720430186,r e b o k a n
revocando,25,0.05533643458781443,r e b o k a n d o
revocar,402,0.8898098681720562,r e b o k a ɾ
revocara,15,0.03320186075268866,r e b o k a ɾ a
revocará,12,0.02656148860215093,r e b o k a ɾ a
revocaré,28,0.06197680673835217,r e b o k a ɾ e
revocaremos,5,0.011067286917562888,r e b o k a ɾ e m o s
revocarle,34,0.07525755103942763,r e b o k a ɾ l e
revocarlo,68,0.15051510207885527,r e b o k a ɾ l o
revocaron,63,0.1394478151612924,r e b o k a ɾ o n
revoco,85,0.1881438775985691,r e b o k o
revocó,127,0.2811090877060973,r e b o k o
revolcaba,35,0.0774710084229402,r e b o l k a b a
revolcada,158,0.34972626659498723,r e b o l k a d a
revolcamos,78,0.17264967591398103,r e b o l k a m o s
revolcando,98,0.2169188235842326,r e b o l k a n d o
revolcándome,29,0.06419026412186475,r e b o l k a n d o m e
revolcándonos,50,0.11067286917562887,r e b o l k a n d o n o s
revolcándose,296,0.655183385519723,r e b o l k a n d o s e
revolcándote,142,0.314310948458786,r e b o l k a n d o t e
revolcar,45,0.09960558225806598,r e b o l k a ɾ
revolcarás,3,0.006640372150537733,r e b o l k a ɾ a s
revolcaré,7,0.015494201684588043,r e b o l k a ɾ e
revolcaría,57,0.12616707086021692,r e b o l k a ɾ i a
revolcarme,233,0.5157355703584305,r e b o l k a ɾ m e
revolcarnos,130,0.2877494598566351,r e b o l k a ɾ n o s
revolcaron,25,0.05533643458781443,r e b o l k a ɾ o n
revolcarse,502,1.111155606523314,r e b o l k a ɾ s e
revolcarte,292,0.6463295559856727,r e b o l k a ɾ t e
revolcaste,31,0.0686171788888899,r e b o l k a s t e
revolcó,22,0.048696062437276706,r e b o l k o
revolcón,375,0.8300465188172165,r e b o l k o n
revolcones,48,0.10624595440860372,r e b o l k o n e s
revolotea,112,0.2479072269534087,r e b o l o t e a
revoloteaba,23,0.050909519820789284,r e b o l o t e a b a
revolotean,122,0.27004180078853446,r e b o l o t e a n
revoloteando,306,0.6773179593548486,r e b o l o t e a n d o
revolotear,118,0.2611879712544841,r e b o l o t e a ɾ
revoloteaste,11,0.024348031218638353,r e b o l o t e a s t e
revolotees,14,0.030988403369176087,r e b o l o t e e s
revoloteo,41,0.09075175272401569,r e b o l o t e o
revolqué,13,0.02877494598566351,r e b o l k e
revoltijo,179,0.3962088716487514,r e b o l t i x o
revoltosa,67,0.14830164469534268,r e b o l t o s a
revoltoso,150,0.3320186075268866,r e b o l t o s o
revoltosos,100,0.22134573835125773,r e b o l t o s o s
revolución,10382,22.98011455562758,r e b o l u s j o n
revoluciona,32,0.07083063627240248,r e b o l u s j o n a
revolucionada,19,0.04205569028673897,r e b o l u s j o n a d a
revolucionado,106,0.2346264826523332,r e b o l u s j o n a d o
revolucionando,28,0.06197680673835217,r e b o l u s j o n a n d o
revolucionar,195,0.43162418978495265,r e b o l u s j o n a ɾ
revolucionará,106,0.2346264826523332,r e b o l u s j o n a ɾ a
revolucionaria,1095,2.4237358349462728,r e b o l u s j o n a ɾ j a
revolucionaría,27,0.059763349354839596,r e b o l u s j o n a ɾ i a
revolucionarias,313,0.6928121610394368,r e b o l u s j o n a ɾ j a s
revolucionario,1981,4.384859076738416,r e b o l u s j o n a ɾ j o
revolucionarios,949,2.1005710569534357,r e b o l u s j o n a ɾ j o s
revolucionaron,17,0.03762877551971382,r e b o l u s j o n a ɾ o n
revoluciones,817,1.8083946823297758,r e b o l u s j o n e s
revoluciono,14,0.030988403369176087,r e b o l u s j o n o
revolucionó,78,0.17264967591398103,r e b o l u s j o n o
revolver,1515,3.353387936021555,r e b o l b e ɾ
revólver,4830,10.690999162365749,r e b o l b e ɾ
revolverán,11,0.024348031218638353,r e b o l b e ɾ a n
revólveres,431,0.9540001322939208,r e b o l b e ɾ e s
revolvería,58,0.1283805282437295,r e b o l b e ɾ i a
revolverla,14,0.030988403369176087,r e b o l b e ɾ l a
revolverlo,44,0.09739212487455341,r e b o l b e ɾ l o
revolví,43,0.09517866749104083,r e b o l b i
revolvía,40,0.0885382953405031,r e b o l b i a
revolviendo,346,0.7658562546953518,r e b o l b j e n d o
revolviéndola,10,0.022134573835125775,r e b o l b j e n d o l a
revolviéndose,54,0.11952669870967919,r e b o l b j e n d o s e
revolviéndote,10,0.022134573835125775,r e b o l b j e n d o t e
revolviera,7,0.015494201684588043,r e b o l b j e ɾ a
revolvieron,99,0.21913228096774517,r e b o l b j e ɾ o n
revolvimos,16,0.03541531813620124,r e b o l b i m o s
revolvió,167,0.36964738304660044,r e b o l b j o
revolviste,20,0.04426914767025155,r e b o l b i s t e
revoque,96,0.21249190881720745,r e b o k e
revoquen,44,0.09739212487455341,r e b o k e n
revuelca,138,0.3054571189247357,r e b w e l k a
revuelcan,62,0.1372343577777798,r e b w e l k a n
revuelcas,64,0.14166127254480496,r e b w e l k a s
revuélcate,62,0.1372343577777798,r e b w e l k a t e
revuelco,29,0.06419026412186475,r e b w e l k o
revuelque,39,0.08632483795699052,r e b w e l k e
revuelques,20,0.04426914767025155,r e b w e l k e s
revuelta,1381,3.0567846466308692,r e b w e l t a
revueltas,460,1.0181903964157855,r e b w e l t a s
revuelto,899,1.9898981877778072,r e b w e l t o
revueltos,871,1.9279213810394549,r e b w e l t o s
