,Unnamed: 0,word,cnt,frq,sa_phon_structure,sa_phon_CV_structure,sa_syll_accent,sa_NP,sa_avg_frq_Np,X,stressed_ipa,unsyllabified_ipa,syllabified_ipa,no_spaces_ipa
25168,25169,damas,29413,63.580321,damas,CVCVC,1,30,19.156959,,d1 a1 m a s,d a m a s,da.mas,damas
25169,25170,damasco,952,2.057881,damasko,CVCVCCV,2,2,0.071334,,d a m1 a1 s1 k o,d a m a s k o,da.mas.ko,damasko
25170,25171,dame,216808,468.660873,dame,CVCV,1,31,37.72327,,d1 a1 m e,d a m e,da.me,dame
25171,25172,dámela,12316,26.62276,damela,CVCVCV,1,16,4.932728,,d1 a1 m e l a,d a m e l a,da.me.la,damela
25172,25173,dámelas,2241,4.844236,damelas,CVCVCVC,1,12,2.9265,,d1 a1 m e l a s,d a m e l a s,da.me.las,damelas
25173,25174,dámelo,24330,52.592704,damelo,CVCVCV,1,15,10.115467,,d1 a1 m e l o,d a m e l o,da.me.lo,damelo
25174,25175,dámelos,1967,4.251946,damelos,CVCVCVC,1,13,4.784707,,d1 a1 m e l o s,d a m e l o s,da.me.los,damelos
25175,25176,damián,251,0.542572,damjan,CVCVVC,2,4,0.028101,,d a m1 j1 a1 n1,d a m j a n,da.mjan,damjan
25176,25177,damisela,505,1.091628,damisela,CVCVCVCV,3,1,0.412873,,d a m i s1 e1 l a,d a m i s e l a,da.mi.se.la,damisela
25177,25178,damiselas,191,0.412873,damiselas,CVCVCVCVC,3,1,1.091628,,d a m i s1 e1 l a s,d a m i s e l a s,da.mi.se.las,damiselas
25178,25179,damita,378,0.8171,damita,CVCVCV,2,6,0.996516,,d a m1 i1 t a,d a m i t a,da.mi.ta,damita
25179,25180,damnificada,16,0.034586,damnifikaDa,CVCCVCVCVCV,4,2,0.036748,,d a m n i f i k1 a1 d a,d a m n i f i k a d a,dam.ni.fi.ka.da,damnifikada
25180,25181,damnificados,48,0.103759,damnifikaDos,CVCCVCVCVCVC,4,3,0.02666,,d a m n i f i k1 a1 d o s,d a m n i f i k a d o s,dam.ni.fi.ka.dos,damnifikados
25181,25182,damos,11743,25.38414,damos,CVCVC,1,19,145.164943,,d1 a1 m o s,d a m o s,da.mos,damos
25182,25183,dan,53797,116.289754,dan,CVC,1,38,92.999049,,d1 a1 n1,d a n,dan,dan
25183,25184,dando,27257,58.919825,dando,CVCCV,1,15,6.739129,,d1 a1 n1 d o,d a n d o,dan.do,dando
25184,25185,dándole,7184,15.529223,dandole,CVCCVCV,1,6,2.60946,,d1 a1 n1 d o l e,d a n d o l e,dan.do.le,dandole
25185,25186,dándoles,1378,2.97874,dandoles,CVCCVCVC,1,3,5.210994,,d1 a1 n1 d o l e s,d a n d o l e s,dan.do.les,dandoles
25186,25187,dándome,2887,6.240655,dandome,CVCCVCV,1,3,7.178807,,d1 a1 n1 d o m e,d a n d o m e,dan.do.me,dandome
25187,25188,dándonos,984,2.127054,dandonos,CVCCVCVC,1,2,0.046475,,d1 a1 n1 d o n o s,d a n d o n o s,dan.do.nos,dandonos
25188,25189,dándose,1018,2.20055,dandose,CVCCVCV,1,3,8.525509,,d1 a1 n1 d o s e,d a n d o s e,dan.do.se,dandose
25189,25190,dándoselos,87,0.188063,dandoselos,CVCCVCVCVC,1,4,0.107542,,d1 a1 n1 d o s e l o s,d a n d o s e l o s,dan.do.se.los,dandoselos
25190,25191,dándote,1761,3.806648,dandote,CVCCVCV,1,3,7.990143,,d1 a1 n1 d o t e,d a n d o t e,dan.do.te,dandote
25191,25192,dándotela,30,0.064849,dandotela,CVCCVCVCV,1,4,0.100516,,d1 a1 n1 d o t e l a,d a n d o t e l a,dan.do.te.la,dandotela
25192,25193,dándotelas,33,0.071334,dandotelas,CVCCVCVCVC,1,4,0.051879,,d1 a1 n1 d o t e l a s,d a n d o t e l a s,dan.do.te.las,dandotelas
25193,25194,dandy,777,1.679594,dandi,CVCCV,1,11,18.731594,,d1 a1 n1 d i,d a n d i,dan.di,dandi
25194,25195,danés,874,1.889273,danes,CVCVC,2,22,2.389595,,d a n1 e1 s1,d a n e s,da.nes,danes
25195,25196,danesa,300,0.648492,danesa,CVCVCV,2,8,1.669056,,d a n1 e1 s a,d a n e s a,da.ne.sa,danesa
25196,25197,danesas,57,0.123213,danesas,CVCVCVC,2,3,0.804851,,d a n1 e1 s a s,d a n e s a s,da.ne.sas,danesas
25197,25198,daneses,375,0.810615,daneses,CVCVCVC,2,2,0.088627,,d a n1 e1 s e s,d a n e s e s,da.ne.ses,daneses
25198,25199,dani,915,1.977901,dani,CVCV,1,17,12.329995,,d1 a1 n i,d a n i,da.ni,dani
25199,25200,daniel,18158,39.251061,danjel,CVCVVC,2,4,2.466431,,d a n1 j1 e1 l1,d a n j e l,da.njel,danjel
25200,25201,daniela,279,0.603098,danjela,CVCVVCV,2,3,16.170509,,d a n1 j1 e1 l a,d a n j e l a,da.nje.la,danjela
25201,25202,danos,11827,25.565718,danos,CVCVC,1,23,21.296572,,d1 a1 n o s,d a n o s,da.nos,danos
25202,25203,dánosla,127,0.274528,danozla,CVCVCCV,1,7,0.360067,,d1 a1 n o s l a,d a n o s l a,da.nos.la,danosla
25203,25204,dánoslo,671,1.450461,danozlo,CVCVCCV,1,8,0.637143,,d1 a1 n o s l o,d a n o s l o,da.nos.lo,danoslo
25204,25205,danubio,413,0.892757,danuBjo,CVCVCVV,2,0,0.0,,d a n1 u1 b j o,d a n u b j o,da.nu.bjo,danubjo
25205,25206,danza,4636,10.021364,dansa,CVCCV,1,25,1.847684,,d1 a1 n1 s a,d a n s a,dan.sa,dansa
25206,25207,danzan,69,0.149153,dansan,CVCCVC,1,7,2.075792,,d1 a1 n1 s a n,d a n s a n,dan.san,dansan
25207,25208,danzando,194,0.419358,dansando,CVCCVCCV,2,2,3.525635,,d a n s1 a1 n1 d o,d a n s a n d o,dan.san.do,dansando
25208,25209,danzantes,131,0.283175,dansantes,CVCCVCCVC,2,1,0.224811,,d a n s1 a1 n1 t e s,d a n s a n t e s,dan.san.tes,dansantes
25209,25210,danzar,191,0.412873,dansar,CVCCVC,2,8,3.490509,,d a n s1 a1 ɾ1,d a n s a ɾ,dan.saɾ,dansaɾ
