,Unnamed: 0,word,cnt,frq,sa_phon_structure,sa_phon_CV_structure,sa_syll_accent,sa_NP,sa_avg_frq_Np,X,stressed_ipa,unsyllabified_ipa,syllabified_ipa,no_spaces_ipa
68759,68760,microsegundos,53,0.114567,mikroseGundos,CVCCVCVCVCCVC,4,1,0.146992,,m i k ɾ o s e ɡ1 w1 n1 d o s,m i k ɾ o s e ɡ w n d o s,mi.kɾo.se.ɡwn.dos,mikɾoseɡwndos
68760,68761,microtransmisor,21,0.045394,mikrotranzmisor,CVCCVCCVCCCVCVC,5,0,0.0,,m i k ɾ o t ɾ a n s m i s1 o1 ɾ1,m i k ɾ o t ɾ a n s m i s o ɾ,mi.kɾo.tɾans.mi.soɾ,mikɾotɾansmisoɾ
68761,68762,microtumores,12,0.02594,mikrotumores,CVCCVCVCVCVC,4,0,0.0,,m i k ɾ o t u m1 o1 ɾ e s,m i k ɾ o t u m o ɾ e s,mi.kɾo.tu.mo.ɾes,mikɾotumoɾes
68762,68763,mida,233,0.503662,miDa,CVCV,1,40,55.295349,,m1 i1 d a,m i d a,mi.da,mida
68763,68764,mídalo,20,0.043233,miDalo,CVCVCV,1,7,5.244757,,m1 i1 d a l o,m i d a l o,mi.da.lo,midalo
68764,68765,midamos,24,0.051879,miDamos,CVCVCVC,2,5,2.724099,,m i d1 a1 m o s,m i d a m o s,mi.da.mos,midamos
68765,68766,midan,80,0.172931,miDan,CVCVC,1,13,2.244448,,m1 i1 d a n,m i d a n,mi.dan,midan
68766,68767,midas,301,0.650654,miDas,CVCVC,1,27,7.284727,,m1 i1 d a s,m i d a s,mi.das,midas
68767,68768,mide,3594,7.768935,miDe,CVCV,1,35,8.973215,,m1 i1 d e,m i d e,mi.de,mide
68768,68769,mídelo,36,0.077819,miDelo,CVCVCV,1,9,4.844476,,m1 i1 d e l o,m i d e l o,mi.de.lo,midelo
68769,68770,mídeme,58,0.125375,miDeme,CVCVCV,1,5,2.855527,,m1 i1 d e m e,m i d e m e,mi.de.me,mideme
68770,68771,miden,590,1.275368,miDen,CVCVC,1,10,12.615764,,m1 i1 d e n,m i d e n,mi.den,miden
68771,68772,mides,550,1.188902,miDes,CVCVC,1,17,7.939959,,m1 i1 d e s,m i d e s,mi.des,mides
68772,68773,midiendo,423,0.914374,miDjendo,CVCVVCCV,2,1,32.839637,,m i d1 j1 e1 n1 d o,m i d j e n d o,mi.djen.do,midjendo
68773,68774,midiéndote,8,0.017293,miDjendote,CVCVVCCVCV,2,3,0.495015,,m i d1 j1 e1 n1 d o t e,m i d j e n d o t e,mi.djen.do.te,midjendote
68774,68775,midiera,77,0.166446,miDjera,CVCVVCV,2,3,1.472077,,m i d1 j1 e1 ɾ a,m i d j e ɾ a,mi.dje.ɾa,midjeɾa
68775,68776,midieron,60,0.129698,miDjeron,CVCVVCVC,2,2,5.392212,,m i d1 j1 e1 ɾ o n,m i d j e ɾ o n,mi.dje.ɾon,midjeɾon
68776,68777,midió,152,0.328569,miDjo,CVCVV,2,12,22.202566,,m i d1 j1 o1,m i d j o,mi.djo,midjo
68777,68778,mido,710,1.534764,miDo,CVCV,1,34,53.375345,,m1 i1 d o,m i d o,mi.do,mido
68778,68779,miedica,96,0.207517,mjeDika,CVVCVCV,2,3,7.671661,,m j e d1 i1 k a,m j e d i k a,mje.di.ka,mjedika
68779,68780,miedo,138492,299.369865,mjeDo,CVVCV,1,3,1.900082,,m1 j1 e1 d o,m j e d o,mje.do,mjedo
68780,68781,miedos,2519,5.445171,mjeDos,CVVCVC,1,5,60.299816,,m1 j1 e1 d o s,m j e d o s,mje.dos,mjedos
68781,68782,miedosa,204,0.440975,mjeDosa,CVVCVCV,2,3,2.371319,,m j e d1 o1 s a,m j e d o s a,mje.do.sa,mjedosa
68782,68783,miedosas,24,0.051879,mjeDosas,CVVCVCVC,2,2,0.36856,,m j e d1 o1 s a s,m j e d o s a s,mje.do.sas,mjedosas
68783,68784,miedoso,748,1.616907,mjeDoso,CVVCVCV,2,3,2.060764,,m j e d1 o1 s o,m j e d o s o,mje.do.so,mjedoso
68784,68785,miedosos,137,0.296145,mjeDosos,CVVCVCVC,2,2,0.834393,,m j e d1 o1 s o s,m j e d o s o s,mje.do.sos,mjedosos
68785,68786,miel,12738,27.534972,mjel,CVVC,1,11,8.24253,,m1 j1 e1 l1,m j e l,mjel,mjel
68786,68787,mielina,80,0.172931,mjelina,CVVCVCV,2,1,0.674432,,m j e l1 i1 n a,m j e l i n a,mje.li.na,mjelina
68787,68788,mielitis,56,0.121052,mjelitis,CVVCVCVC,2,1,0.019455,,m j e l1 i1 t i s,m j e l i t i s,mje.li.tis,mjelitis
68788,68789,mielofibrosis,7,0.015131,mjelofiBrosis,CVVCVCVCCVCVC,4,0,0.0,,m j e l o f i b1 ɾ1 o1 s i s,m j e l o f i b ɾ o s i s,mje.lo.fi.bɾo.sis,mjelofibɾosis
68789,68790,miembro,17017,36.78463,mjemBro,CVVCCCV,1,2,17.689782,,m1 j1 e1 m1 b ɾ o,m j e m b ɾ o,mjem.bɾo,mjembɾo
68790,68791,miembros,16344,35.329846,mjemBros,CVVCCCVC,1,1,36.78463,,m1 j1 e1 m1 b ɾ o s,m j e m b ɾ o s,mjem.bɾos,mjembɾos
68791,68792,mienta,1518,3.28137,mjenta,CVVCCV,1,10,8.093829,,m1 j1 e1 n1 t a,m j e n t a,mjen.ta,mjenta
68792,68793,miéntame,20,0.043233,mjentame,CVVCCVCV,1,4,0.205356,,m1 j1 e1 n1 t a m e,m j e n t a m e,mjen.ta.me,mjentame
68793,68794,mientan,399,0.862494,mjentan,CVVCCVC,1,5,5.826917,,m1 j1 e1 n1 t a n,m j e n t a n,mjen.tan,mjentan
68794,68795,mientas,4954,10.708765,mjentas,CVVCCVC,1,7,55.84412,,m1 j1 e1 n1 t a s,m j e n t a s,mjen.tas,mjentas
68795,68796,miente,8087,17.481184,mjente,CVVCCV,1,10,28.655566,,m1 j1 e1 n1 t e,m j e n t e,mjen.te,mjente
68796,68797,miéntele,124,0.268043,mjentele,CVVCCVCV,1,6,0.139065,,m1 j1 e1 n1 t e l e,m j e n t e l e,mjen.te.le,mjentele
68797,68798,miénteles,34,0.073496,mjenteles,CVVCCVCVC,1,1,0.268043,,m1 j1 e1 n1 t e l e s,m j e n t e l e s,mjen.te.les,mjenteles
68798,68799,miénteme,289,0.624714,mjenteme,CVVCCVCV,1,5,0.145262,,m1 j1 e1 n1 t e m e,m j e n t e m e,mjen.te.me,mjenteme
68799,68800,mienten,2851,6.162836,mjenten,CVVCCVC,1,6,8.674662,,m1 j1 e1 n1 t e n,m j e n t e n,mjen.ten,mjenten
68800,68801,mientes,6489,14.026883,mjentes,CVVCCVC,1,8,27.937578,,m1 j1 e1 n1 t e s,m j e n t e s,mjen.tes,mjentes
68801,68802,miéntete,14,0.030263,mjentete,CVVCCVCV,1,3,2.186859,,m1 j1 e1 n1 t e t e,m j e n t e t e,mjen.te.te,mjentete
68802,68803,mientiendo,65,0.140507,mjentjendo,CVVCCVVCCV,2,0,0.0,,m j e n t1 j1 e1 n1 d o,m j e n t j e n d o,mjen.tjen.do,mjentjendo
68803,68804,miento,3830,8.279082,mjento,CVVCCV,1,9,137.550686,,m1 j1 e1 n1 t o,m j e n t o,mjen.to,mjento
68804,68805,mientras,158826,343.324655,mjentras,CVVCCCVC,1,2,5.483,,m1 j1 e1 n1 t ɾ a s,m j e n t ɾ a s,mjen.tɾas,mjentɾas
68805,68806,miércoles,9309,20.122708,mjerkoles,CVVCCVCVC,1,0,0.0,,m1 j1 e1 ɾ1 k o l e s,m j e ɾ k o l e s,mjeɾ.ko.les,mjeɾkoles
68806,68807,mierda,262846,568.178461,mjerDa,CVVCCV,1,4,5.559739,,m1 j1 e1 ɾ1 d a,m j e ɾ d a,mjeɾ.da,mjeɾda
68807,68808,mierdas,3629,7.844592,mjerDas,CVVCCVC,1,3,195.163679,,m1 j1 e1 ɾ1 d a s,m j e ɾ d a s,mjeɾ.das,mjeɾdas
68808,68809,miga,186,0.402065,miGa,CVCV,1,38,38.027914,,m1 i1 ɡ a,m i ɡ a,mi.ɡa,miɡa
68809,68810,migaja,189,0.40855,miGaxa,CVCVCV,2,1,1.787676,,m i ɡ1 a1 x a,m i ɡ a x a,mi.ɡa.xa,miɡaxa
68810,68811,migajas,827,1.787676,miGaxas,CVCVCVC,2,1,0.40855,,m i ɡ1 a1 x a s,m i ɡ a x a s,mi.ɡa.xas,miɡaxas
68811,68812,migas,944,2.040588,miGas,CVCVC,1,26,12.32958,,m1 i1 ɡ a s,m i ɡ a s,mi.ɡas,miɡas
68812,68813,migra,139,0.300468,miGra,CVCCV,1,17,47.515139,,m1 i1 ɡ ɾ a,m i ɡ ɾ a,mi.ɡɾa,miɡɾa
68813,68814,migración,516,1.115406,miGrasjon,CVCCVCVVC,3,1,0.291821,,m i ɡ ɾ a s1 i1 o1 n1,m i ɡ ɾ a s i o n,mi.ɡɾa.sion,miɡɾasion
68814,68815,migraciones,168,0.363156,miGrasjones,CVCCVCVVCVC,3,1,0.002162,,m i ɡ ɾ a s1 i1 o1 n e s,m i ɡ ɾ a s i o n e s,mi.ɡɾa.sio.nes,miɡɾasiones
68815,68816,migrad,4,0.008647,miGraD,CVCCVC,2,7,3.955493,,m i ɡ1 ɾ1 a1 d1,m i ɡ ɾ a d,mi.ɡɾad,miɡɾad
68816,68817,migrado,28,0.060526,miGraDo,CVCCVCV,2,4,2.778788,,m i ɡ1 ɾ1 a1 d o,m i ɡ ɾ a d o,mi.ɡɾa.do,miɡɾado
68817,68818,migran,119,0.257235,miGran,CVCCVC,1,8,1.846041,,m1 i1 ɡ ɾ a n,m i ɡ ɾ a n,mi.ɡɾan,miɡɾan
68818,68819,migrando,63,0.136183,miGrando,CVCCVCCV,2,2,43.097701,,m i ɡ1 ɾ1 a1 n1 d o,m i ɡ ɾ a n d o,mi.ɡɾan.do,miɡɾando
68819,68820,migrantes,28,0.060526,miGrantes,CVCCVCCVC,2,1,0.425843,,m i ɡ1 ɾ1 a1 n1 t e s,m i ɡ ɾ a n t e s,mi.ɡɾan.tes,miɡɾantes
68820,68821,migraña,924,1.997355,miGraJa,CVCCVCV,2,4,0.325327,,m i ɡ1 ɾ1 a1 ɲ a,m i ɡ ɾ a ɲ a,mi.ɡɾa.ɲa,miɡɾaɲa
68821,68822,migrañas,595,1.286176,miGraJas,CVCCVCVC,2,2,1.003001,,m i ɡ1 ɾ1 a1 ɲ a s,m i ɡ ɾ a ɲ a s,mi.ɡɾa.ɲas,miɡɾaɲas
68822,68823,migrar,67,0.14483,miGrar,CVCCVC,2,9,8.571383,,m i ɡ1 ɾ1 a1 ɾ1,m i ɡ ɾ a ɾ,mi.ɡɾaɾ,miɡɾaɾ
68823,68824,migrará,4,0.008647,miGrara,CVCCVCV,3,8,0.720907,,m i ɡ ɾ a ɾ1 a1,m i ɡ ɾ a ɾ a,mi.ɡɾa.ɾa,miɡɾaɾa
68824,68825,migraron,34,0.073496,miGraron,CVCCVCVC,2,3,0.719826,,m i ɡ1 ɾ1 a1 ɾ o n,m i ɡ ɾ a ɾ o n,mi.ɡɾa.ɾon,miɡɾaɾon
68825,68826,migratoria,61,0.13186,miGratorja,CVCCVCVCVV,3,3,0.11817,,m i ɡ ɾ a t1 o1 ɾ j a,m i ɡ ɾ a t o ɾ j a,mi.ɡɾa.to.ɾja,miɡɾatoɾja
68826,68827,migratorias,120,0.259397,miGratorjas,CVCCVCVCVVC,3,2,0.165366,,m i ɡ ɾ a t1 o1 ɾ j a s,m i ɡ ɾ a t o ɾ j a s,mi.ɡɾa.to.ɾjas,miɡɾatoɾjas
68827,68828,migratorio,42,0.090789,miGratorjo,CVCCVCVCVV,3,2,0.165366,,m i ɡ ɾ a t1 o1 ɾ j o,m i ɡ ɾ a t o ɾ j o,mi.ɡɾa.to.ɾjo,miɡɾatoɾjo
68828,68829,migratorios,92,0.198871,miGratorjos,CVCCVCVCVVC,3,2,0.175093,,m i ɡ ɾ a t1 o1 ɾ j o s,m i ɡ ɾ a t o ɾ j o s,mi.ɡɾa.to.ɾjos,miɡɾatoɾjos
68829,68830,migren,11,0.023778,miGren,CVCCVC,1,7,15.135804,,m1 i1 ɡ ɾ e n,m i ɡ ɾ e n,mi.ɡɾen,miɡɾen
68830,68831,miguel,7077,15.297927,miGel,CVCVC,2,6,1.183858,,m i ɡ1 e1 l1,m i ɡ e l,mi.ɡel,miɡel
68831,68832,miguelito,85,0.183739,miGelito,CVCVCVCV,3,0,0.0,,m i ɡ e l1 i1 t o,m i ɡ e l i t o,mi.ɡe.li.to,miɡelito
68832,68833,mil,69938,151.180787,mil,CVC,1,33,277.304694,,m1 i1 l1,m i l,mil,mil
68833,68834,milagritos,11,0.023778,milaGritos,CVCVCCVCVC,3,1,0.056203,,m i l a ɡ1 ɾ1 i1 t o s,m i l a ɡ ɾ i t o s,mi.la.ɡɾi.tos,milaɡɾitos
68834,68835,milagro,15679,33.892356,milaGro,CVCVCCV,2,1,10.406136,,m i l1 a1 ɡ ɾ o,m i l a ɡ ɾ o,mi.la.ɡɾo,milaɡɾo
68835,68836,milagros,4814,10.406136,milaGros,CVCVCCVC,2,3,12.590833,,m i l1 a1 ɡ ɾ o s,m i l a ɡ ɾ o s,mi.la.ɡɾos,milaɡɾos
68836,68837,milagrosa,771,1.666625,milaGrosa,CVCVCCVCV,3,3,4.378042,,m i l a ɡ1 ɾ1 o1 s a,m i l a ɡ ɾ o s a,mi.la.ɡɾo.sa,milaɡɾosa
68837,68838,milagrosamente,694,1.500178,milaGrosamente,CVCVCCVCVCVCCV,5,0,0.0,,m i l a ɡ ɾ o s a m1 e1 n1 t e,m i l a ɡ ɾ o s a m e n t e,mi.la.ɡɾo.sa.men.te,milaɡɾosamente
68838,68839,milagrosas,238,0.51447,milaGrosas,CVCVCCVCVC,3,2,0.978143,,m i l a ɡ1 ɾ1 o1 s a s,m i l a ɡ ɾ o s a s,mi.la.ɡɾo.sas,milaɡɾosas
68839,68840,milagroso,1024,2.213519,milaGroso,CVCVCCVCV,3,3,4.120807,,m i l a ɡ1 ɾ1 o1 s o,m i l a ɡ ɾ o s o,mi.la.ɡɾo.so,milaɡɾoso
68840,68841,milagrosos,134,0.28966,milaGrosos,CVCVCCVCVC,3,2,1.363995,,m i l a ɡ1 ɾ1 o1 s o s,m i l a ɡ ɾ o s o s,mi.la.ɡɾo.sos,milaɡɾosos
68841,68842,milán,2599,5.618103,milan,CVCVC,2,14,2.24579,,m i l1 a1 n1,m i l a n,mi.lan,milan
68842,68843,milanesa,96,0.207517,milanesa,CVCVCVCV,3,3,0.099435,,m i l a n1 e1 s a,m i l a n e s a,mi.la.ne.sa,milanesa
68843,68844,milanesas,35,0.075657,milanesas,CVCVCVCVC,3,1,0.207517,,m i l a n1 e1 s a s,m i l a n e s a s,mi.la.ne.sas,milanesas
68844,68845,milano,390,0.84304,milano,CVCVCV,2,8,0.90843,,m i l1 a1 n o,m i l a n o,mi.la.no,milano
68845,68846,milanos,29,0.062688,milanos,CVCVCVC,2,7,1.007016,,m i l1 a1 n o s,m i l a n o s,mi.la.nos,milanos
68846,68847,milenaria,106,0.229134,milenarja,CVCVCVCVV,3,2,0.318842,,m i l e n1 a1 ɾ j a,m i l e n a ɾ j a,mi.le.na.ɾja,milenaɾja
68847,68848,milenario,267,0.577158,milenarjo,CVCVCVCVV,3,2,0.129699,,m i l e n1 a1 ɾ j o,m i l e n a ɾ j o,mi.le.na.ɾjo,milenaɾjo
68848,68849,milenarios,14,0.030263,milenarjos,CVCVCVCVVC,3,2,0.318842,,m i l e n1 a1 ɾ j o s,m i l e n a ɾ j o s,mi.le.na.ɾjos,milenaɾjos
68849,68850,milenio,1247,2.695565,milenjo,CVCVCVV,2,2,0.506905,,m i l1 e1 n j o,m i l e n j o,mi.le.njo,milenjo
68850,68851,milenios,462,0.998678,milenjos,CVCVCVVC,2,2,1.349944,,m i l1 e1 n j o s,m i l e n j o s,mi.le.njos,milenjos
68851,68852,miles,35060,75.787103,miles,CVCVC,1,25,4.354235,,m1 i1 l e s,m i l e s,mi.les,miles
68852,68853,milésima,186,0.402065,milesima,CVCVCVCV,2,2,0.071335,,m i l1 e1 s i m a,m i l e s i m a,mi.le.si.ma,milesima
68853,68854,milésimo,29,0.062688,milesimo,CVCVCVCV,2,2,0.207518,,m i l1 e1 s i m o,m i l e s i m o,mi.le.si.mo,milesimo
68854,68855,milésimos,6,0.01297,milesimos,CVCVCVCVC,2,2,0.071335,,m i l1 e1 s i m o s,m i l e s i m o s,mi.le.si.mos,milesimos
68855,68856,milhojas,41,0.088627,miloxas,CVCVCVC,2,0,0.0,,m i l o1 x a s,m i l o x a s,mil.o.xas,miloxas
68856,68857,mili,357,0.771706,mili,CVCV,1,20,10.619273,,m1 i1 l i,m i l i,mi.li,mili
68857,68858,milicia,2349,5.077693,milisja,CVCVCVV,2,2,1.19863,,m i l1 i1 s i a,m i l i s i a,mi.li.sia,milisia
68858,68859,milicianos,273,0.590128,milisjanos,CVCVCVVCVC,3,2,0.127537,,m i l i s1 i1 a1 n o s,m i l i s i a n o s,mi.li.sia.nos,milisianos
68859,68860,milicias,268,0.57932,milisjas,CVCVCVVC,2,2,2.539928,,m i l1 i1 s i a s,m i l i s i a s,mi.li.sias,milisias
68860,68861,miligramo,196,0.423681,miliGramo,CVCVCCVCV,3,1,2.648009,,m i l i ɡ1 ɾ1 a1 m o,m i l i ɡ ɾ a m o,mi.li.ɡɾa.mo,miliɡɾamo
68861,68862,miligramos,1225,2.648009,miliGramos,CVCVCCVCVC,3,1,0.423681,,m i l i ɡ1 ɾ1 a1 m o s,m i l i ɡ ɾ a m o s,mi.li.ɡɾa.mos,miliɡɾamos
68862,68863,mililitro,34,0.073496,mililitro,CVCVCVCCV,3,1,0.389095,,m i l i l1 i1 t ɾ o,m i l i l i t ɾ o,mi.li.li.tɾo,mililitɾo
68863,68864,mililitros,180,0.389095,mililitros,CVCVCVCCVC,3,1,0.073496,,m i l i l1 i1 t ɾ o s,m i l i l i t ɾ o s,mi.li.li.tɾos,mililitɾos
68864,68865,milimetrado,5,0.010808,milimetraDo,CVCVCVCCVCV,4,0,0.0,,m i l i m e t1 ɾ1 a1 d o,m i l i m e t ɾ a d o,mi.li.me.tɾa.do,milimetɾado
68865,68866,milimétrica,14,0.030263,milimetrika,CVCVCVCCVCV,3,2,0.011889,,m i l i m1 e1 t ɾ i k a,m i l i m e t ɾ i k a,mi.li.me.tɾi.ka,milimetɾika
68866,68867,milímetro,440,0.951122,milimetro,CVCVCVCCV,2,1,3.402422,,m i l1 i1 m e t ɾ o,m i l i m e t ɾ o,mi.li.me.tɾo,milimetɾo
68867,68868,milímetros,1574,3.402422,milimetros,CVCVCVCCVC,2,1,0.951122,,m i l1 i1 m e t ɾ o s,m i l i m e t ɾ o s,mi.li.me.tɾos,milimetɾos
68868,68869,milisegundo,132,0.285336,miliseGundo,CVCVCVCVCCV,4,1,0.205356,,m i l i s e ɡ1 w1 n1 d o,m i l i s e ɡ w n d o,mi.li.se.ɡwn.do,miliseɡwndo
68869,68870,milisegundos,95,0.205356,miliseGundos,CVCVCVCVCCVC,4,1,0.285336,,m i l i s e ɡ1 w1 n1 d o s,m i l i s e ɡ w n d o s,mi.li.se.ɡwn.dos,miliseɡwndos
68870,68871,militábamos,3,0.006485,militaBamos,CVCVCVCVCVC,3,0,0.0,,m i l i t1 a1 b a m o s,m i l i t a b a m o s,mi.li.ta.ba.mos,militabamos
68871,68872,militando,5,0.010808,militando,CVCVCVCCV,3,0,0.0,,m i l i t1 a1 n1 d o,m i l i t a n d o,mi.li.tan.do,militando
68872,68873,militante,430,0.929505,militante,CVCVCVCCV,3,1,0.96193,,m i l i t1 a1 n1 t e,m i l i t a n t e,mi.li.tan.te,militante
68873,68874,militantes,445,0.96193,militantes,CVCVCVCCVC,3,1,0.929505,,m i l i t1 a1 n1 t e s,m i l i t a n t e s,mi.li.tan.tes,militantes
68874,68875,militar,20819,45.003186,militar,CVCVCVC,3,5,0.016429,,m i l i t1 a1 ɾ1,m i l i t a ɾ,mi.li.taɾ,militaɾ
68875,68876,militares,9540,20.622047,militares,CVCVCVCVC,3,4,0.031884,,m i l i t1 a1 ɾ e s,m i l i t a ɾ e s,mi.li.ta.ɾes,militaɾes
68876,68877,militarización,30,0.064849,militarisasjon,CVCVCVCVCVCVVC,6,0,0.0,,m i l i t a ɾ i s a s1 i1 o1 n1,m i l i t a ɾ i s a s i o n,mi.li.ta.ɾi.sa.sion,militaɾisasion
68877,68878,milla,3904,8.439043,miLa,CVCV,1,38,29.388408,,m1 i1 ʝ a,m i ʝ a,mi.ʝa,miʝa
68878,68879,millar,707,1.52828,miLar,CVCVC,2,19,8.166221,,m i ʝ1 a1 ɾ1,m i ʝ a ɾ,mi.ʝaɾ,miʝaɾ
68879,68880,millares,652,1.409389,miLares,CVCVCVC,2,2,0.150234,,m i ʝ1 a1 ɾ e s,m i ʝ a ɾ e s,mi.ʝa.ɾes,miʝaɾes
68880,68881,millas,15360,33.202792,miLas,CVCVC,1,25,3.576477,,m1 i1 ʝ a s,m i ʝ a s,mi.ʝas,miʝas
68881,68882,millón,25451,55.015903,miLon,CVCVC,2,11,1.27635,,m i ʝ1 o1 n1,m i ʝ o n,mi.ʝon,miʝon
68882,68883,millonaria,351,0.758736,miLonarja,CVCVCVCVV,3,3,2.658097,,m i ʝ o n1 a1 ɾ j a,m i ʝ o n a ɾ j a,mi.ʝo.na.ɾja,miʝonaɾja
68883,68884,millonarias,92,0.198871,miLonarjas,CVCVCVCVVC,3,2,1.619069,,m i ʝ o n1 a1 ɾ j a s,m i ʝ o n a ɾ j a s,mi.ʝo.na.ɾjas,miʝonaɾjas
68884,68885,millonario,3571,7.719217,miLonarjo,CVCVCVCVV,3,3,1.332291,,m i ʝ o n1 a1 ɾ j o,m i ʝ o n a ɾ j o,mi.ʝo.na.ɾjo,miʝonaɾjo
68885,68886,millonarios,1147,2.479401,miLonarjos,CVCVCVCVVC,3,3,2.683316,,m i ʝ o n1 a1 ɾ j o s,m i ʝ o n a ɾ j o s,mi.ʝo.na.ɾjos,miʝonaɾjos
68886,68887,millones,71475,154.503228,miLones,CVCVCVC,2,5,1.953258,,m i ʝ1 o1 n e s,m i ʝ o n e s,mi.ʝo.nes,miʝones
68887,68888,millonésima,166,0.358832,miLonesima,CVCVCVCVCV,3,3,0.036027,,m i ʝ o n1 e1 s i m a,m i ʝ o n e s i m a,mi.ʝo.ne.si.ma,miʝonesima
68888,68889,millonésimo,14,0.030263,miLonesimo,CVCVCVCVCV,3,1,0.358832,,m i ʝ o n1 e1 s i m o,m i ʝ o n e s i m o,mi.ʝo.ne.si.mo,miʝonesimo
68889,68890,mima,348,0.752251,mima,CVCV,1,38,49.296317,,m1 i1 m a,m i m a,mi.ma,mima
68890,68891,mimaba,29,0.062688,mimaBa,CVCVCV,2,11,1.537712,,m i m1 a1 b a,m i m a b a,mi.ma.ba,mimaba
68891,68892,mimada,440,0.951122,mimaDa,CVCVCV,2,13,3.771729,,m i m1 a1 d a,m i m a d a,mi.ma.da,mimada
68892,68893,mimadas,34,0.073496,mimaDas,CVCVCVC,2,12,0.651374,,m i m1 a1 d a s,m i m a d a s,mi.ma.das,mimadas
68893,68894,mimado,679,1.467754,mimaDo,CVCVCV,2,12,1.23808,,m i m1 a1 d o,m i m a d o,mi.ma.do,mimado
68894,68895,mimados,154,0.332893,mimaDos,CVCVCVC,2,14,0.142205,,m i m1 a1 d o s,m i m a d o s,mi.ma.dos,mimados
68895,68896,mimamos,37,0.079981,mimamos,CVCVCVC,2,12,0.557703,,m i m1 a1 m o s,m i m a m o s,mi.ma.mos,mimamos
68896,68897,miman,54,0.116729,miman,CVCVC,1,18,1.566469,,m1 i1 m a n,m i m a n,mi.man,miman
68897,68898,mimando,94,0.203194,mimando,CVCVCCV,2,6,14.52406,,m i m1 a1 n1 d o,m i m a n d o,mi.man.do,mimando
68898,68899,mimándolo,24,0.051879,mimandolo,CVCVCCVCV,2,4,0.839798,,m i m1 a1 n1 d o l o,m i m a n d o l o,mi.man.do.lo,mimandolo
68899,68900,mimar,222,0.479884,mimar,CVCVC,2,14,5.820216,,m i m1 a1 ɾ1,m i m a ɾ,mi.maɾ,mimaɾ
68900,68901,mimará,7,0.015131,mimara,CVCVCV,3,26,0.221319,,m i m a ɾ1 a1,m i m a ɾ a,mi.ma.ɾa,mimaɾa
68901,68902,mimarla,128,0.27669,mimarla,CVCVCCV,2,12,0.789899,,m i m1 a1 ɾ1 l a,m i m a ɾ l a,mi.maɾ.la,mimaɾla
68902,68903,mimarlo,76,0.164285,mimarlo,CVCVCCV,2,10,1.282717,,m i m1 a1 ɾ1 l o,m i m a ɾ l o,mi.maɾ.lo,mimaɾlo
68903,68904,mimarlos,74,0.159961,mimarlos,CVCVCCVC,2,10,0.325543,,m i m1 a1 ɾ1 l o s,m i m a ɾ l o s,mi.maɾ.los,mimaɾlos
68904,68905,mimarme,76,0.164285,mimarme,CVCVCCV,2,10,1.941153,,m i m1 a1 ɾ1 m e,m i m a ɾ m e,mi.maɾ.me,mimaɾme
68905,68906,mimarse,28,0.060526,mimarse,CVCVCCV,2,7,0.417505,,m i m1 a1 ɾ1 s e,m i m a ɾ s e,mi.maɾ.se,mimaɾse
68906,68907,mimarte,146,0.315599,mimarte,CVCVCCV,2,9,1.624593,,m i m1 a1 ɾ1 t e,m i m a ɾ t e,mi.maɾ.te,mimaɾte
68907,68908,mimas,134,0.28966,mimas,CVCVC,1,29,4.456035,,m1 i1 m a s,m i m a s,mi.mas,mimas
68908,68909,mimbre,185,0.399903,mimBre,CVCCCV,1,6,1.424521,,m1 i1 m1 b ɾ e,m i m b ɾ e,mim.bɾe,mimbɾe
68909,68910,mime,119,0.257235,mime,CVCV,1,34,20.66102,,m1 i1 m e,m i m e,mi.me,mime
68910,68911,mimen,93,0.201033,mimen,CVCVC,1,17,6.368446,,m1 i1 m e n,m i m e n,mi.men,mimen
68911,68912,mimes,58,0.125375,mimes,CVCVC,1,23,5.509551,,m1 i1 m e s,m i m e s,mi.mes,mimes
68912,68913,mimético,11,0.023778,mimetiko,CVCVCVCV,2,3,0.005765,,m i m1 e1 t i k o,m i m e t i k o,mi.me.ti.ko,mimetiko
68913,68914,miméticos,6,0.01297,mimetikos,CVCVCVCVC,2,1,0.023778,,m i m1 e1 t i k o s,m i m e t i k o s,mi.me.ti.kos,mimetikos
68914,68915,mímica,263,0.568511,mimika,CVCVCV,1,5,2.774681,,m1 i1 m i k a,m i m i k a,mi.mi.ka,mimika
68915,68916,mímicas,13,0.028101,mimikas,CVCVCVC,1,5,0.787269,,m1 i1 m i k a s,m i m i k a s,mi.mi.kas,mimikas
68916,68917,mímico,14,0.030263,mimiko,CVCVCV,1,7,1.198475,,m1 i1 m i k o,m i m i k o,mi.mi.ko,mimiko
68917,68918,mímicos,3,0.006485,mimikos,CVCVCVC,1,5,1.494126,,m1 i1 m i k o s,m i m i k o s,mi.mi.kos,mimikos
68918,68919,mimo,513,1.108921,mimo,CVCV,1,38,36.936798,,m1 i1 m o,m i m o,mi.mo,mimo
68919,68920,mimó,40,0.086466,mimo,CVCV,2,38,36.936798,,m i m1 o1,m i m o,mi.mo,mimo
68920,68921,mimos,533,1.152154,mimos,CVCVC,1,24,6.661905,,m1 i1 m o s,m i m o s,mi.mos,mimos
68921,68922,mimosa,233,0.503662,mimosa,CVCVCV,2,4,0.457727,,m i m1 o1 s a,m i m o s a,mi.mo.sa,mimosa
68922,68923,mimosas,164,0.354509,mimosas,CVCVCVC,2,3,0.195268,,m i m1 o1 s a s,m i m o s a s,mi.mo.sas,mimosas
