Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
6,1698035965577,23/10/2023 04:39:25,1698035967369,-7,22/10/2023 21:39:27,121155,36,task-gbnv,,32420198,BLIND,9593399,,complete,,6535f7c67a429cb544f69e0d,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1280x800,1138x608,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,8,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,26190.199999928474,,,AUDIO PLAY REQUESTED,4,0,1,0,,,,,,Audio Check,cura
7,1698035968360,23/10/2023 04:39:28,1698035970153,-7,22/10/2023 21:39:30,121155,36,task-gbnv,,32420198,BLIND,9593399,,complete,,6535f7c67a429cb544f69e0d,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1280x800,1138x608,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,8,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,28974.399999976158,,,AUDIO PLAY REQUESTED,5,0,1,0,,,,,,Audio Check,cura
8,1698035970531,23/10/2023 04:39:30,1698035972300,-7,22/10/2023 21:39:32,121155,36,task-gbnv,,32420198,BLIND,9593399,,complete,,6535f7c67a429cb544f69e0d,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1280x800,1138x608,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,8,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,31119.799999952316,,,cura,1,1,0,0,,,,,,Audio Check,cura
9,1698035977747,23/10/2023 04:39:37,1698035979542,-7,22/10/2023 21:39:39,121155,36,task-gbnv,,32420198,BLIND,9593399,,complete,,6535f7c67a429cb544f69e0d,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1280x800,1138x608,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,8,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,7237.299999952316,,,,,0,1,0,,,,,,Audio Check,cura
10,1698035977955,23/10/2023 04:39:37,1698035979547,-7,22/10/2023 21:39:39,121155,36,task-gbnv,,32420198,BLIND,9593399,,complete,,6535f7c67a429cb544f69e0d,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1280x800,1138x608,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,8,,yes,Spreadsheet1,,,END TASK,,,,,95512,,,,,0,1,0,,,,,,,
1,1698956479584,02/11/2023 20:21:19,1698956478436,-5,02/11/2023 15:21:18,121155,36,task-gbnv,,32661629,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1698956509502,02/11/2023 20:21:49,1698956508397,-5,02/11/2023 15:21:48,121155,36,task-gbnv,,32661629,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,29751.30000001192,,,,,0,1,0,,,,,,Instructions,
3,1698956512451,02/11/2023 20:21:52,1698956511347,-5,02/11/2023 15:21:51,121155,36,task-gbnv,,32661629,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2889.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1698956513857,02/11/2023 20:21:53,1698956512756,-5,02/11/2023 15:21:52,121155,36,task-gbnv,,32661629,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4299,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1698956514697,02/11/2023 20:21:54,1698956513613,-5,02/11/2023 15:21:53,121155,36,task-gbnv,,32661629,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5151.899999976158,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1698956517385,02/11/2023 20:21:57,1698956516276,-5,02/11/2023 15:21:56,121155,36,task-gbnv,,32661629,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2632.300000011921,,,,,0,1,0,,,,,,Audio Check,cura
7,1698956517575,02/11/2023 20:21:57,1698956516283,-5,02/11/2023 15:21:56,121155,36,task-gbnv,,32661629,BLIND,9668482,,complete,,654402d3520694e99b0a5715,computer,Desktop or Laptop,Windows 10,Edge 118.0.2088.69,1920x1080,1865x921,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,,,END TASK,,,,,37848,,,,,0,1,0,,,,,,,
1,1699396583648,07/11/2023 22:36:23,1699396583366,-8,07/11/2023 14:36:23,121155,36,task-gbnv,,32783906,BLIND,9701230,,complete,,654abaecefcd8fc51dd897ac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1377x678,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,2,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1699396594159,07/11/2023 22:36:34,1699396593899,-8,07/11/2023 14:36:33,121155,36,task-gbnv,,32783906,BLIND,9701230,,complete,,654abaecefcd8fc51dd897ac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1377x678,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,2,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10459.5,,,,,0,1,0,,,,,,Instructions,
3,1699396595708,07/11/2023 22:36:35,1699396595471,-8,07/11/2023 14:36:35,121155,36,task-gbnv,,32783906,BLIND,9701230,,complete,,654abaecefcd8fc51dd897ac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1377x678,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,2,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1558.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1699396597442,07/11/2023 22:36:37,1699396597201,-8,07/11/2023 14:36:37,121155,36,task-gbnv,,32783906,BLIND,9701230,,complete,,654abaecefcd8fc51dd897ac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1377x678,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,2,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3288.400000035763,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1699396599803,07/11/2023 22:36:39,1699396599560,-8,07/11/2023 14:36:39,121155,36,task-gbnv,,32783906,BLIND,9701230,,complete,,654abaecefcd8fc51dd897ac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1377x678,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,2,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5647.100000023842,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1699396601487,07/11/2023 22:36:41,1699396601235,-8,07/11/2023 14:36:41,121155,36,task-gbnv,,32783906,BLIND,9701230,,complete,,654abaecefcd8fc51dd897ac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1377x678,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,2,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,7321.800000011921,,,cura,1,1,0,0,,,,,,Audio Check,cura
7,1699396602940,07/11/2023 22:36:42,1699396602712,-8,07/11/2023 14:36:42,121155,36,task-gbnv,,32783906,BLIND,9701230,,complete,,654abaecefcd8fc51dd897ac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1377x678,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,2,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1470.1000000238419,,,,,0,1,0,,,,,,Audio Check,cura
8,1699396603204,07/11/2023 22:36:43,1699396602716,-8,07/11/2023 14:36:42,121155,36,task-gbnv,,32783906,BLIND,9701230,,complete,,654abaecefcd8fc51dd897ac,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 118.0.0.0,1440x900,1377x678,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,2,,yes,Spreadsheet1,,,END TASK,,,,,19351,,,,,0,1,0,,,,,,,
1,1699476128469,08/11/2023 20:42:08,1699476146837,-8,08/11/2023 12:42:26,121155,36,task-gbnv,,32823149,BLIND,9710737,,complete,,654bf1f34f9a85157969037b,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1884x894,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1699476132612,08/11/2023 20:42:12,1699476151037,-8,08/11/2023 12:42:31,121155,36,task-gbnv,,32823149,BLIND,9710737,,complete,,654bf1f34f9a85157969037b,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1884x894,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,4180.399999999907,,,,,0,1,0,,,,,,Instructions,
3,1699476142260,08/11/2023 20:42:22,1699476160684,-8,08/11/2023 12:42:40,121155,36,task-gbnv,,32823149,BLIND,9710737,,complete,,654bf1f34f9a85157969037b,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1884x894,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,9641.90000000014,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1699476143672,08/11/2023 20:42:23,1699476162092,-8,08/11/2023 12:42:42,121155,36,task-gbnv,,32823149,BLIND,9710737,,complete,,654bf1f34f9a85157969037b,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1884x894,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,11050.5,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1699476144635,08/11/2023 20:42:24,1699476163042,-8,08/11/2023 12:42:43,121155,36,task-gbnv,,32823149,BLIND,9710737,,complete,,654bf1f34f9a85157969037b,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1884x894,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,11999.699999999953,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1699476147387,08/11/2023 20:42:27,1699476165746,-8,08/11/2023 12:42:45,121155,36,task-gbnv,,32823149,BLIND,9710737,,complete,,654bf1f34f9a85157969037b,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1884x894,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2700.8000000000466,,,,,0,1,0,,,,,,Audio Check,cura
7,1699476147589,08/11/2023 20:42:27,1699476165751,-8,08/11/2023 12:42:45,121155,36,task-gbnv,,32823149,BLIND,9710737,,complete,,654bf1f34f9a85157969037b,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1884x894,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,3,,yes,Spreadsheet1,,,END TASK,,,,,18914,,,,,0,1,0,,,,,,,
1,1700417736950,19/11/2023 18:15:36,1700417737311,-5,19/11/2023 13:15:37,121155,36,task-gbnv,,33059921,BLIND,9788789,,complete,,655a5033b2406870951a2dfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x738,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,6,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1700417757817,19/11/2023 18:15:57,1700417758179,-5,19/11/2023 13:15:58,121155,36,task-gbnv,,33059921,BLIND,9788789,,complete,,655a5033b2406870951a2dfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1519x738,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,6,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,20845.69999998808,,,,,0,1,0,,,,,,Instructions,
3,1700417762973,19/11/2023 18:16:02,1700417763348,-5,19/11/2023 13:16:03,121155,36,task-gbnv,,33059921,BLIND,9788789,,complete,,655a5033b2406870951a2dfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1519x738,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5163.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1700417764890,19/11/2023 18:16:04,1700417765235,-5,19/11/2023 13:16:05,121155,36,task-gbnv,,33059921,BLIND,9788789,,complete,,655a5033b2406870951a2dfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1519x738,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,7050.199999988079,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1700417766129,19/11/2023 18:16:06,1700417766468,-5,19/11/2023 13:16:06,121155,36,task-gbnv,,33059921,BLIND,9788789,,complete,,655a5033b2406870951a2dfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1519x738,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,8282.800000011921,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1700417769578,19/11/2023 18:16:09,1700417769949,-5,19/11/2023 13:16:09,121155,36,task-gbnv,,33059921,BLIND,9788789,,complete,,655a5033b2406870951a2dfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1519x738,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,6,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,3477.599999964237,,,,,0,1,0,,,,,,Audio Check,cura
7,1700417769677,19/11/2023 18:16:09,1700417769951,-5,19/11/2023 13:16:09,121155,36,task-gbnv,,33059921,BLIND,9788789,,complete,,655a5033b2406870951a2dfb,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1519x738,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,6,,yes,Spreadsheet1,,,END TASK,,,,,32640,,,,,0,1,0,,,,,,,
1,1700949992103,25/11/2023 22:06:32,1700949991836,-5,25/11/2023 17:06:31,121155,36,task-gbnv,,33215874,BLIND,9833388,,complete,,65626f99e4e979a116eedcf8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1324x664,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1700949998305,25/11/2023 22:06:38,1700949998098,-5,25/11/2023 17:06:38,121155,36,task-gbnv,,33215874,BLIND,9833388,,complete,,65626f99e4e979a116eedcf8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1324x664,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,6220.899999976158,,,,,0,1,0,,,,,,Instructions,
3,1700950002756,25/11/2023 22:06:42,1700950002527,-5,25/11/2023 17:06:42,121155,36,task-gbnv,,33215874,BLIND,9833388,,complete,,65626f99e4e979a116eedcf8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1324x664,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4419.600000023842,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1700950003905,25/11/2023 22:06:43,1700950003687,-5,25/11/2023 17:06:43,121155,36,task-gbnv,,33215874,BLIND,9833388,,complete,,65626f99e4e979a116eedcf8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1324x664,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5579.899999976158,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1700950004948,25/11/2023 22:06:44,1700950004721,-5,25/11/2023 17:06:44,121155,36,task-gbnv,,33215874,BLIND,9833388,,complete,,65626f99e4e979a116eedcf8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1324x664,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6613.399999976158,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1700950006674,25/11/2023 22:06:46,1700950006475,-5,25/11/2023 17:06:46,121155,36,task-gbnv,,33215874,BLIND,9833388,,complete,,65626f99e4e979a116eedcf8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1324x664,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1746.6000000238419,,,,,0,1,0,,,,,,Audio Check,cura
7,1700950006824,25/11/2023 22:06:46,1700950006479,-5,25/11/2023 17:06:46,121155,36,task-gbnv,,33215874,BLIND,9833388,,complete,,65626f99e4e979a116eedcf8,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1324x664,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,5,,yes,Spreadsheet1,,,END TASK,,,,,14643,,,,,0,1,0,,,,,,,
1,1701294476167,29/11/2023 21:47:56,1701294475066,-7,29/11/2023 14:47:55,121155,36,task-gbnv,,33312873,BLIND,9862858,,complete,,6567b0f354b8a338890b8752,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701294489968,29/11/2023 21:48:09,1701294488897,-7,29/11/2023 14:48:08,121155,36,task-gbnv,,33312873,BLIND,9862858,,complete,,6567b0f354b8a338890b8752,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,13813.299999952316,,,,,0,1,0,,,,,,Instructions,
3,1701294491218,29/11/2023 21:48:11,1701294490160,-7,29/11/2023 14:48:10,121155,36,task-gbnv,,33312873,BLIND,9862858,,complete,,6567b0f354b8a338890b8752,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1258,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1701294493724,29/11/2023 21:48:13,1701294492671,-7,29/11/2023 14:48:12,121155,36,task-gbnv,,33312873,BLIND,9862858,,complete,,6567b0f354b8a338890b8752,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3767.900000035763,,,cura,1,1,0,0,,,,,,Audio Check,cura
5,1701294495976,29/11/2023 21:48:15,1701294494921,-7,29/11/2023 14:48:14,121155,36,task-gbnv,,33312873,BLIND,9862858,,complete,,6567b0f354b8a338890b8752,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2247.399999976158,,,,,0,1,0,,,,,,Audio Check,cura
6,1701294496176,29/11/2023 21:48:16,1701294494924,-7,29/11/2023 14:48:14,121155,36,task-gbnv,,33312873,BLIND,9862858,,complete,,6567b0f354b8a338890b8752,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,8,SoundCheckPassed,4,test passed,,,,7,,,,,yes,Spreadsheet1,,,END TASK,,,,,19858,,,,,0,1,0,,,,,,,
1,1701311361051,30/11/2023 02:29:21,1701311361733,-8,29/11/2023 18:29:21,121155,36,task-gbnv,,33317101,BLIND,9864223,,complete,,6567f2f8372ba9e82a08d583,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,1390x1179,,,,Audio Check,8,SoundCheckPassed,1,test passed,3,,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701311388632,30/11/2023 02:29:48,1701311389378,-8,29/11/2023 18:29:49,121155,36,task-gbnv,,33317101,BLIND,9864223,,complete,,6567f2f8372ba9e82a08d583,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,1390x1179,,,,Audio Check,8,SoundCheckPassed,1,test passed,3,,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,27636,,,,,0,1,0,,,,,,Instructions,
3,1701311391307,30/11/2023 02:29:51,1701311392069,-8,29/11/2023 18:29:52,121155,36,task-gbnv,,33317101,BLIND,9864223,,complete,,6567f2f8372ba9e82a08d583,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,1390x1179,,,,Audio Check,8,SoundCheckPassed,1,test passed,3,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2688,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1701311392372,30/11/2023 02:29:52,1701311393129,-8,29/11/2023 18:29:53,121155,36,task-gbnv,,33317101,BLIND,9864223,,complete,,6567f2f8372ba9e82a08d583,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,1390x1179,,,,Audio Check,8,SoundCheckPassed,1,test passed,3,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3749,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1701311393144,30/11/2023 02:29:53,1701311393906,-8,29/11/2023 18:29:53,121155,36,task-gbnv,,33317101,BLIND,9864223,,complete,,6567f2f8372ba9e82a08d583,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,1390x1179,,,,Audio Check,8,SoundCheckPassed,1,test passed,3,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4526,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1701311394135,30/11/2023 02:29:54,1701311394884,-8,29/11/2023 18:29:54,121155,36,task-gbnv,,33317101,BLIND,9864223,,complete,,6567f2f8372ba9e82a08d583,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,1390x1179,,,,Audio Check,8,SoundCheckPassed,1,test passed,3,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5503,,,cura,1,1,0,0,,,,,,Audio Check,cura
7,1701311399513,30/11/2023 02:29:59,1701311400274,-8,29/11/2023 18:30:00,121155,36,task-gbnv,,33317101,BLIND,9864223,,complete,,6567f2f8372ba9e82a08d583,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,1390x1179,,,,Audio Check,8,SoundCheckPassed,1,test passed,3,,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,5388,,,,,0,1,0,,,,,,Audio Check,cura
8,1701311399671,30/11/2023 02:29:59,1701311400278,-8,29/11/2023 18:30:00,121155,36,task-gbnv,,33317101,BLIND,9864223,,complete,,6567f2f8372ba9e82a08d583,computer,Desktop or Laptop,Windows 10,Firefox 120.0,2560x1440,1390x1179,,,,Audio Check,8,SoundCheckPassed,1,test passed,3,,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,38545,,,,,0,1,0,,,,,,,
1,1701313549537,30/11/2023 03:05:49,1701313549387,-5,29/11/2023 22:05:49,121155,36,task-gbnv,,33317241,BLIND,9864269,,complete,,6567fb036e509de196741d20,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x688,,,,Audio Check,8,SoundCheckPassed,7,test passed,,,,,,,8,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
