Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,randomiser-dxqf,randomiser-ibiw,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1696888485673,09/10/2023 21:54:45,1696888484099,-6,09/10/2023 15:54:44,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696888515643,09/10/2023 21:55:15,1696888514122,-6,09/10/2023 15:55:14,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,30009.60000038147,,,,,0,1,0,,,,,,Prompt
3,1696888515852,09/10/2023 21:55:15,1696888514132,-6,09/10/2023 15:55:14,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,0.7000002861022949,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696888519515,09/10/2023 21:55:19,1696888517986,-6,09/10/2023 15:55:17,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,3855,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
5,1696888523043,09/10/2023 21:55:23,1696888521523,-6,09/10/2023 15:55:21,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,7392.400000095367,,,1,1,1,0,0,,,,,,Task
6,1696888523289,09/10/2023 21:55:23,1696888521527,-6,09/10/2023 15:55:21,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.3000001907348633,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
7,1696888524546,09/10/2023 21:55:24,1696888523031,-6,09/10/2023 15:55:23,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,1504.5,,,7,1,1,0,0,,,,,,Task
8,1696888524753,09/10/2023 21:55:24,1696888523035,-6,09/10/2023 15:55:23,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.20000028610229492,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
9,1696888525903,09/10/2023 21:55:25,1696888524390,-6,09/10/2023 15:55:24,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1355.3000001907349,,,4,1,1,0,0,,,,,,Task
10,1696888526952,09/10/2023 21:55:26,1696888525427,-6,09/10/2023 15:55:25,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1034.5,,,,,0,1,0,,,,,,Task
11,1696888527147,09/10/2023 21:55:27,1696888525438,-6,09/10/2023 15:55:25,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,8.415000000000873,,,,,0,1,0,,,1,,,Task
12,1696888527147,09/10/2023 21:55:27,1696888525440,-6,09/10/2023 15:55:25,121155,36,task-znzu,,32122077,BLIND,9498431,,complete,,652474d1da4a55500fe46b02,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,2560x1440,1356x1281,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,3,yes,Spreadsheet1,,,END TASK,,,,,41341,,,,,0,1,0,,,,,,
1,1696889435592,09/10/2023 22:10:35,1696889435382,-4,09/10/2023 18:10:35,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696889507480,09/10/2023 22:11:47,1696889507302,-4,09/10/2023 18:11:47,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,71883.5,,,,,0,1,0,,,,,,Prompt
3,1696889507625,09/10/2023 22:11:47,1696889507322,-4,09/10/2023 18:11:47,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.4000000022351742,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696889509999,09/10/2023 22:11:49,1696889509825,-4,09/10/2023 18:11:49,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2503.900000002235,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
5,1696889516196,09/10/2023 22:11:56,1696889516024,-4,09/10/2023 18:11:56,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,8701.70000000298,,,1,1,1,0,0,,,,,,Task
6,1696889516326,09/10/2023 22:11:56,1696889516031,-4,09/10/2023 18:11:56,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
7,1696889517945,09/10/2023 22:11:57,1696889517772,-4,09/10/2023 18:11:57,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,1741.199999999255,,,7,1,1,0,0,,,,,,Task
8,1696889518080,09/10/2023 22:11:58,1696889517779,-4,09/10/2023 18:11:57,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
9,1696889520277,09/10/2023 22:12:00,1696889520106,-4,09/10/2023 18:12:00,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,2327.2000000029802,,,4,1,1,0,0,,,,,,Task
10,1696889521545,09/10/2023 22:12:01,1696889521356,-4,09/10/2023 18:12:01,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1246.1000000014901,,,,,0,1,0,,,,,,Task
11,1696889521710,09/10/2023 22:12:01,1696889521371,-4,09/10/2023 18:12:01,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.66600000001199,,,,,0,1,0,,,1,,,Task
12,1696889521710,09/10/2023 22:12:01,1696889521373,-4,09/10/2023 18:12:01,121155,36,task-znzu,,32122200,BLIND,9498441,,complete,,652477ba236d11f740c8ba51,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 117.0.0.0,1440x900,1440x783,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,2,,,yes,Spreadsheet1,,,END TASK,,,,,85991,,,,,0,1,0,,,,,,
1,1696891695827,09/10/2023 22:48:15,1696891695870,-5,09/10/2023 17:48:15,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696891717286,09/10/2023 22:48:37,1696891717370,-5,09/10/2023 17:48:37,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21480,,,,,0,1,0,,,,,,Prompt
3,1696891717411,09/10/2023 22:48:37,1696891717377,-5,09/10/2023 17:48:37,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696891727133,09/10/2023 22:48:47,1696891727219,-5,09/10/2023 17:48:47,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,9842,,,1,1,1,0,0,,,,,,Task
5,1696891727269,09/10/2023 22:48:47,1696891727223,-5,09/10/2023 17:48:47,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696891730982,09/10/2023 22:48:50,1696891731072,-5,09/10/2023 17:48:51,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,3849,,,7,1,1,0,0,,,,,,Task
7,1696891731138,09/10/2023 22:48:51,1696891731077,-5,09/10/2023 17:48:51,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1696891733121,09/10/2023 22:48:53,1696891733221,-5,09/10/2023 17:48:53,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,2143,,,4,1,1,0,0,,,,,,Task
9,1696891734295,09/10/2023 22:48:54,1696891734396,-5,09/10/2023 17:48:54,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1171,,,,,0,1,0,,,,,,Task
10,1696891734437,09/10/2023 22:48:54,1696891734398,-5,09/10/2023 17:48:54,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,1,,,,,0,1,0,,,1,,,Task
11,1696891734437,09/10/2023 22:48:54,1696891734406,-5,09/10/2023 17:48:54,121155,36,task-znzu,,32122331,BLIND,9498502,,complete,,652482eab917d506ce6c6985,computer,Desktop or Laptop,Windows 10,Firefox 118.0,1920x1080,1920x919,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,2,test passed,,4,,,,,,,yes,Spreadsheet1,,,END TASK,,,,,38536,,,,,0,1,0,,,,,,
1,1696891974910,09/10/2023 22:52:54,1696891976342,-4,09/10/2023 18:52:56,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696892047210,09/10/2023 22:54:07,1696892048663,-4,09/10/2023 18:54:08,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,72294.59999999404,,,,,0,1,0,,,,,,Prompt
3,1696892047320,09/10/2023 22:54:07,1696892048672,-4,09/10/2023 18:54:08,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.199999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696892052239,09/10/2023 22:54:12,1696892053703,-4,09/10/2023 18:54:13,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,5032.199999988079,,,1,1,1,0,0,,,,,,Task
5,1696892052361,09/10/2023 22:54:12,1696892053714,-4,09/10/2023 18:54:13,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,6,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696892054454,09/10/2023 22:54:14,1696892055929,-4,09/10/2023 18:54:15,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2220.7000000178814,,,7,1,1,0,0,,,,,,Task
7,1696892054574,09/10/2023 22:54:14,1696892055935,-4,09/10/2023 18:54:15,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1696892055437,09/10/2023 22:54:15,1696892056906,-4,09/10/2023 18:54:16,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,971.3000000119209,,,4,1,1,0,0,,,,,,Task
9,1696892056314,09/10/2023 22:54:16,1696892057773,-4,09/10/2023 18:54:17,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,863.1999999880791,,,,,0,1,0,,,,,,Task
10,1696892056442,09/10/2023 22:54:16,1696892057786,-4,09/10/2023 18:54:17,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,8.357000000003609,,,,,0,1,0,,,1,,,Task
11,1696892056442,09/10/2023 22:54:16,1696892057789,-4,09/10/2023 18:54:17,121155,36,task-znzu,,32122365,BLIND,9498514,,complete,,652483e53c6d02dfcecc34f0,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1536x864,1536x707,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,8,test passed,,,,,,,,1,yes,Spreadsheet1,,,END TASK,,,,,81447,,,,,0,1,0,,,,,,
1,1696892317002,09/10/2023 22:58:37,1696892317505,-7,09/10/2023 15:58:37,121155,36,task-znzu,,32122397,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1696892422941,09/10/2023 23:00:22,1696892423098,-7,09/10/2023 16:00:23,121155,36,task-znzu,,32122397,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,105501.69999998808,,,,,0,1,0,,,,,,Prompt
3,1696892423165,09/10/2023 23:00:23,1696892423152,-7,09/10/2023 16:00:23,121155,36,task-znzu,,32122397,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,3.300000011920929,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1696892430400,09/10/2023 23:00:30,1696892430960,-7,09/10/2023 16:00:30,121155,36,task-znzu,,32122397,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,7811.699999988079,,,1,1,1,0,0,,,,,,Task
5,1696892430580,09/10/2023 23:00:30,1696892430984,-7,09/10/2023 16:00:30,121155,36,task-znzu,,32122397,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,1.4000000357627869,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1696892433207,09/10/2023 23:00:33,1696892433760,-7,09/10/2023 16:00:33,121155,36,task-znzu,,32122397,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,2776.800000011921,,,7,1,1,0,0,,,,,,Task
7,1696892433399,09/10/2023 23:00:33,1696892433786,-7,09/10/2023 16:00:33,121155,36,task-znzu,,32122397,BLIND,9498522,,complete,,652484d5d104cb805ae3922a,computer,Desktop or Laptop,Windows 10,Chrome 117.0.0.0,1280x720,1280x603,,,,Guided Test Run Phonotactics,13,SoundCheckPassed,6,test passed,,,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,1.100000023841858,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
